 
********************************
*RESULT OF EIGEN VALUE ANALYSIS*
********************************
 
 NUMBER OF ITERATIONS = 16
 
   NO.   EIGENVALUE    ANGL.FREQUENCY FREQUENCY(HZ)
      4210 -3.5340E-04  1.0588E-04  1.0626E-04 -2.3054E-06 -2.1889E-07  9.2888E-05
      4211 -3.1876E-04  9.5472E-05  9.5859E-05 -2.2810E-06 -1.5983E-07  8.7274E-05
      4212 -2.5180E-04  7.5354E-05  7.5883E-05 -2.0741E-06 -2.3831E-07  8.3882E-05
      4213 -2.2096E-04  6.6074E-05  6.6609E-05 -2.0373E-06 -1.5790E-07  7.6222E-05
      4214 -1.6244E-04  4.8488E-05  4.9186E-05 -1.7569E-06 -2.5472E-07  7.1632E-05
      4215 -1.3666E-04  4.0724E-05  4.1419E-05 -1.7101E-06 -1.5146E-07  6.1782E-05
      4216 -8.9186E-05  2.6453E-05  2.7324E-05 -1.3521E-06 -2.6820E-07  5.5912E-05
      4217 -6.9805E-05  2.0601E-05  2.1472E-05 -1.2999E-06 -1.4062E-07  4.3766E-05
      4218 -3.6133E-05  1.0465E-05  1.1562E-05 -8.6166E-07 -2.7701E-07  3.6599E-05
      4219 -2.4602E-05  6.9964E-06  7.9572E-06 -7.7837E-07 -1.5417E-07  2.2515E-05
      4220 -7.0356E-06  1.8870E-06  2.4325E-06 -1.9453E-07 -2.9552E-07  1.3666E-05
      4221 -6.2401E-06  1.5877E-06  2.1259E-06 -3.4359E-07 -3.7237E-07  7.8988E-06
      5001 -7.7335E-04  1.9799E-04  2.0104E-04 -3.2837E-05 -4.3386E-06  7.8259E-05
      5002 -1.0591E-03  2.9965E-04  3.2866E-04  3.2561E-07  1.6896E-05  5.1505E-05
      5003 -8.1786E-04  2.3735E-04  2.5017E-04 -1.7164E-06  2.4017E-06  9.0476E-05
      5004 -9.1450E-04  2.7378E-04  2.7362E-04  4.4654E-06 -7.3727E-07  7.8749E-05
      5005 -6.9107E-04  2.0693E-04  2.0703E-04  2.9259E-06 -2.5578E-07  9.4716E-05
      5006 -7.5439E-04  2.2597E-04  2.2564E-04  4.4298E-06 -1.0464E-06  7.5007E-05
      5007 -5.6059E-04  1.6802E-04  1.6805E-04  3.1364E-06 -2.0370E-07  9.0972E-05
      5008 -6.0063E-04  1.7992E-04  1.7960E-04  4.3707E-06 -8.7400E-07  7.2256E-05
      5009 -4.3581E-04  1.3056E-04  1.3071E-04  2.9938E-06 -1.4540E-07  8.6010E-05
      5010 -4.5462E-04  1.3603E-04  1.3598E-04  4.0782E-06 -7.6721E-07  6.7639E-05
      5011 -3.1941E-04  9.5580E-05  9.5916E-05  2.7422E-06 -9.6862E-08  7.8467E-05
      5012 -3.2069E-04  9.5795E-05  9.6031E-05  3.6644E-06 -6.1024E-07  6.0854E-05
      5013 -2.1519E-04  6.4257E-05  6.4801E-05  2.3927E-06 -3.3603E-08  6.8039E-05
      5014 -2.0366E-04  6.0622E-05  6.1186E-05  3.1036E-06 -4.1661E-07  5.1674E-05
      5015 -1.2734E-04  3.7843E-05  3.8611E-05  1.9360E-06  3.9933E-08  5.4499E-05
      5016 -1.0872E-04  3.2079E-05  3.2996E-05  2.3877E-06 -1.8313E-07  3.9932E-05
      5017 -6.0328E-05  1.7670E-05  1.8707E-05  1.3703E-06  1.2363E-07  3.7710E-05
      5018 -4.1374E-05  1.1807E-05  1.3175E-05  1.5113E-06  8.9661E-08  2.5598E-05
      5019 -1.8482E-05  5.1935E-06  6.0134E-06  6.3345E-07  2.2690E-07  1.7643E-05
      5020 -6.2401E-06  1.5877E-06  2.1259E-06  3.4359E-07  3.7237E-07  7.8988E-06
      5021 -6.2401E-06  1.5877E-06  2.1259E-06  3.4359E-07  3.7237E-07  7.8988E-06
      5051 -7.7335E-04  1.9799E-04  2.0104E-04 -3.2837E-05 -4.3386E-06  7.8259E-05
      5053 -8.1786E-04  2.3735E-04  2.5017E-04 -1.7164E-06  2.4017E-06  9.0476E-05
      5055 -6.9107E-04  2.0693E-04  2.0703E-04  2.9259E-06 -2.5578E-07  9.4716E-05
      5057 -5.6059E-04  1.6802E-04  1.6805E-04  3.1364E-06 -2.0370E-07  9.0972E-05
      5059 -4.3581E-04  1.3056E-04  1.3071E-04  2.9938E-06 -1.4540E-07  8.6010E-05
      5061 -3.1941E-04  9.5580E-05  9.5916E-05  2.7422E-06 -9.6862E-08  7.8467E-05
      5063 -2.1519E-04  6.4257E-05  6.4801E-05  2.3927E-06 -3.3603E-08  6.8039E-05
      5065 -1.2734E-04  3.7843E-05  3.8611E-05  1.9360E-06  3.9933E-08  5.4499E-05
      5067 -6.0328E-05  1.7670E-05  1.8707E-05  1.3703E-06  1.2363E-07  3.7710E-05
      5069 -1.8482E-05  5.1935E-06  6.0134E-06  6.3345E-07  2.2690E-07  1.7643E-05
      5071 -6.2401E-06  1.5877E-06  2.1259E-06  3.4359E-07  3.7237E-07  7.8988E-06
      5101 -7.7335E-04  1.9799E-04  2.0104E-04 -1.1902E-13 -4.4756E-14  7.8259E-05
      5102 -1.0591E-03  2.9965E-04  3.2866E-04 -6.4923E-14 -7.5118E-14  5.1505E-05
      5103 -8.1786E-04  2.3735E-04  2.5017E-04 -1.1593E-13 -2.7938E-14  9.0476E-05
      5104 -9.1450E-04  2.7378E-04  2.7362E-04 -1.4565E-13 -1.3924E-14  7.8749E-05
      5105 -6.9107E-04  2.0693E-04  2.0703E-04 -1.4647E-13 -8.8296E-15  9.4716E-05
      5106 -7.5439E-04  2.2597E-04  2.2564E-04 -1.6423E-13 -1.2151E-14  7.5007E-05
      5107 -5.6059E-04  1.6802E-04  1.6805E-04 -1.5711E-13  1.1774E-15  9.0972E-05
      5108 -6.0063E-04  1.7992E-04  1.7960E-04 -1.5906E-13  1.7404E-15  7.2256E-05
      5109 -4.3581E-04  1.3056E-04  1.3071E-04 -1.4885E-13 -1.7883E-15  8.6010E-05
      5110 -4.5462E-04  1.3603E-04  1.3598E-04 -1.5290E-13 -1.5565E-14  6.7639E-05
      5111 -3.1941E-04  9.5580E-05  9.5916E-05 -1.2051E-13 -7.2310E-15  7.8467E-05
      5112 -3.2069E-04  9.5795E-05  9.6031E-05 -1.1401E-13 -2.8720E-14  6.0854E-05
      5113 -2.1519E-04  6.4257E-05  6.4801E-05 -8.1329E-14 -1.1240E-14  6.8039E-05
      5114 -2.0366E-04  6.0622E-05  6.1186E-05 -6.8479E-14 -7.3342E-15  5.1674E-05
      5115 -1.2734E-04  3.7843E-05  3.8611E-05 -6.3366E-14 -8.3878E-15  5.4499E-05
      5116 -1.0872E-04  3.2079E-05  3.2996E-05 -5.7140E-14 -2.5143E-14  3.9932E-05
      5117 -6.0328E-05  1.7670E-05  1.8707E-05 -5.4588E-14 -1.6552E-14  3.7710E-05
      5118 -4.1374E-05  1.1807E-05  1.3175E-05 -4.3592E-14  3.3355E-15  2.5598E-05
      5119 -1.8482E-05  5.1935E-06  6.0134E-06 -2.4479E-14 -4.1027E-15  1.7643E-05
      5120 -6.2401E-06  1.5877E-06  2.1259E-06  5.3801E-15 -2.3510E-17  7.8988E-06
      5121 -6.2401E-06  1.5877E-06  2.1259E-06  5.3801E-15 -2.3510E-17  7.8988E-06
      5151 -7.7335E-04  1.9799E-04  2.0104E-04  3.2837E-05  4.3386E-06  7.8259E-05
      5153 -8.1786E-04  2.3735E-04  2.5017E-04  1.7164E-06 -2.4017E-06  9.0476E-05
      5155 -6.9107E-04  2.0693E-04  2.0703E-04 -2.9259E-06  2.5578E-07  9.4716E-05
      5157 -5.6059E-04  1.6802E-04  1.6805E-04 -3.1364E-06  2.0370E-07  9.0972E-05
      5159 -4.3581E-04  1.3056E-04  1.3071E-04 -2.9938E-06  1.4540E-07  8.6010E-05
      5161 -3.1941E-04  9.5580E-05  9.5916E-05 -2.7422E-06  9.6862E-08  7.8467E-05
      5163 -2.1519E-04  6.4257E-05  6.4801E-05 -2.3927E-06  3.3603E-08  6.8039E-05
      5165 -1.2734E-04  3.7843E-05  3.8611E-05 -1.9360E-06 -3.9933E-08  5.4499E-05
      5167 -6.0328E-05  1.7670E-05  1.8707E-05 -1.3703E-06 -1.2363E-07  3.7710E-05
      5169 -1.8482E-05  5.1935E-06  6.0134E-06 -6.3345E-07 -2.2690E-07  1.7643E-05
      5171 -6.2401E-06  1.5877E-06  2.1259E-06 -3.4359E-07 -3.7237E-07  7.8988E-06
      5201 -7.7335E-04  1.9799E-04  2.0104E-04  3.2837E-05  4.3386E-06  7.8259E-05
      5202 -1.0591E-03  2.9965E-04  3.2866E-04 -3.2561E-07 -1.6896E-05  5.1505E-05
      5203 -8.1786E-04  2.3735E-04  2.5017E-04  1.7164E-06 -2.4017E-06  9.0476E-05
      5204 -9.1450E-04  2.7378E-04  2.7362E-04 -4.4654E-06  7.3727E-07  7.8749E-05
      5205 -6.9107E-04  2.0693E-04  2.0703E-04 -2.9259E-06  2.5578E-07  9.4716E-05
      5206 -7.5439E-04  2.2597E-04  2.2564E-04 -4.4298E-06  1.0464E-06  7.5007E-05
      5207 -5.6059E-04  1.6802E-04  1.6805E-04 -3.1364E-06  2.0370E-07  9.0972E-05
      5208 -6.0063E-04  1.7992E-04  1.7960E-04 -4.3707E-06  8.7400E-07  7.2256E-05
      5209 -4.3581E-04  1.3056E-04  1.3071E-04 -2.9938E-06  1.4540E-07  8.6010E-05
      5210 -4.5462E-04  1.3603E-04  1.3598E-04 -4.0782E-06  7.6721E-07  6.7639E-05
      5211 -3.1941E-04  9.5580E-05  9.5916E-05 -2.7422E-06  9.6862E-08  7.8467E-05
      5212 -3.2069E-04  9.5795E-05  9.6031E-05 -3.6644E-06  6.1024E-07  6.0854E-05
      5213 -2.1519E-04  6.4257E-05  6.4801E-05 -2.3927E-06  3.3603E-08  6.8039E-05
      5214 -2.0366E-04  6.0622E-05  6.1186E-05 -3.1036E-06  4.1661E-07  5.1674E-05
      5215 -1.2734E-04  3.7843E-05  3.8611E-05 -1.9360E-06 -3.9933E-08  5.4499E-05
      5216 -1.0872E-04  3.2079E-05  3.2996E-05 -2.3877E-06  1.8313E-07  3.9932E-05
      5217 -6.0328E-05  1.7670E-05  1.8707E-05 -1.3703E-06 -1.2363E-07  3.7710E-05
      5218 -4.1374E-05  1.1807E-05  1.3175E-05 -1.5113E-06 -8.9661E-08  2.5598E-05
      5219 -1.8482E-05  5.1935E-06  6.0134E-06 -6.3345E-07 -2.2690E-07  1.7643E-05
      5220 -6.2401E-06  1.5877E-06  2.1259E-06 -3.4359E-07 -3.7237E-07  7.8988E-06
      5221 -6.2401E-06  1.5877E-06  2.1259E-06 -3.4359E-07 -3.7237E-07  7.8988E-06
 #### STRESS
     NODE     S11         S22         S33         S12         S23         S13        MISES
  -------+-----------+-----------+-----------+-----------+-----------+-----------+-------------
      1001  4.3902E+00  4.8275E-01  5.1342E-01  1.3760E-01 -2.6340E-02  1.9368E-01  3.9141E+00
      1002  4.3902E+00  4.8275E-01  5.1342E-01  1.3760E-01 -2.6340E-02  1.9368E-01  3.9141E+00
      1003  3.4249E+00  1.6834E-01  1.8901E-01  4.3814E-02 -1.2221E-02  1.6423E-01  3.2597E+00
      1004  3.7838E+00 -1.5175E-02  1.6581E-02 -6.9539E-03  1.0442E-02  1.0750E-01  3.7878E+00
      1005  2.9156E+00 -6.9052E-03  2.5142E-03 -6.8864E-03  4.5740E-03  1.4014E-01  2.9280E+00
      1006  3.1608E+00 -5.2244E-03 -8.9918E-03 -8.7628E-03  2.1358E-03  1.1480E-01  3.1742E+00
      1007  2.3922E+00 -1.9535E-03 -3.2078E-03 -5.6896E-03  3.8253E-04  1.4208E-01  2.4074E+00
      1008  2.5405E+00 -2.9842E-03 -5.1960E-03 -6.9862E-03  1.4007E-03  1.1196E-01  2.5520E+00
      1009  1.8857E+00 -8.8499E-04 -2.2811E-03 -4.7543E-03  3.9176E-04  1.3637E-01  1.9020E+00
      1010  1.9476E+00 -2.4381E-03 -5.9678E-03 -6.3827E-03  1.6781E-03  1.0510E-01  1.9604E+00
      1011  1.4087E+00 -6.4750E-04 -2.7011E-03 -4.3447E-03  4.7768E-04  1.2662E-01  1.4273E+00
      1012  1.3991E+00 -2.1254E-03 -6.0045E-03 -5.8000E-03  1.6046E-03  9.5111E-02  1.4129E+00
      1013  9.7587E-01 -4.6252E-04 -2.9358E-03 -3.8548E-03  4.9045E-04  1.1270E-01  9.9689E-01
      1014  9.1364E-01 -1.6951E-03 -6.0411E-03 -4.9880E-03  1.5183E-03  8.1457E-02  9.2835E-01
      1015  6.0350E-01 -2.3957E-04 -3.1786E-03 -3.2007E-03  5.0034E-04  9.4135E-02  6.2682E-01
      1016  5.1167E-01 -1.1607E-03 -5.9310E-03 -3.9415E-03  1.3828E-03  6.3906E-02  5.2703E-01
      1017  3.0914E-01  1.8658E-05 -3.3771E-03 -2.3749E-03  4.9897E-04  7.0657E-02  3.3408E-01
      1018  2.1480E-01 -5.4231E-04 -5.6460E-03 -2.6417E-03  1.1903E-03  4.2298E-02  2.2998E-01
      1019  1.1171E-01  3.8056E-04 -3.3585E-03 -1.3300E-03  4.5305E-04  4.1767E-02  1.3440E-01
      1020  4.7256E-02  3.3936E-04 -5.2897E-03 -9.9925E-04  7.9959E-04  1.5564E-02  5.6821E-02
      1021  2.8128E-02  4.7133E-05 -5.4896E-03 -5.3789E-04  3.2606E-04  1.9239E-02  4.5676E-02
      1051  4.3902E+00  4.8275E-01  5.1342E-01  1.3760E-01 -2.6340E-02  1.9368E-01  3.9141E+00
      1053  3.4249E+00  1.6834E-01  1.8901E-01  4.3814E-02 -1.2221E-02  1.6423E-01  3.2597E+00
      1055  2.9156E+00 -6.9052E-03  2.5142E-03 -6.8864E-03  4.5740E-03  1.4014E-01  2.9280E+00
      1057  2.3922E+00 -1.9535E-03 -3.2078E-03 -5.6896E-03  3.8253E-04  1.4208E-01  2.4074E+00
      1059  1.8857E+00 -8.8499E-04 -2.2811E-03 -4.7543E-03  3.9176E-04  1.3637E-01  1.9020E+00
      1061  1.4087E+00 -6.4750E-04 -2.7011E-03 -4.3447E-03  4.7768E-04  1.2662E-01  1.4273E+00
      1063  9.7587E-01 -4.6252E-04 -2.9358E-03 -3.8548E-03  4.9045E-04  1.1270E-01  9.9689E-01
      1065  6.0350E-01 -2.3957E-04 -3.1786E-03 -3.2007E-03  5.0034E-04  9.4135E-02  6.2682E-01
      1067  3.0914E-01  1.8658E-05 -3.3771E-03 -2.3749E-03  4.9897E-04  7.0657E-02  3.3408E-01
      1069  1.1171E-01  3.8056E-04 -3.3585E-03 -1.3300E-03  4.5305E-04  4.1767E-02  1.3440E-01
      1071  2.8128E-02  4.7133E-05 -5.4896E-03 -5.3789E-04  3.2606E-04  1.9239E-02  4.5676E-02
      1101  4.3902E+00  4.8275E-01  5.1342E-01 -2.4874E-10 -4.2145E-11  1.9368E-01  3.9066E+00
      1102  4.3902E+00  4.8275E-01  5.1342E-01 -2.4874E-10 -4.2145E-11  1.9368E-01  3.9066E+00
      1103  3.4249E+00  1.6834E-01  1.8901E-01 -2.3749E-10 -1.4127E-11  1.6423E-01  3.2588E+00
      1104  3.7838E+00 -1.5175E-02  1.6581E-02 -2.2185E-10 -6.5904E-11  1.0750E-01  3.7877E+00
      1105  2.9156E+00 -6.9052E-03  2.5142E-03 -2.0708E-10 -4.2833E-11  1.4014E-01  2.9279E+00
      1106  3.1608E+00 -5.2244E-03 -8.9918E-03 -2.2592E-10 -8.2932E-11  1.1480E-01  3.1741E+00
      1107  2.3922E+00 -1.9535E-03 -3.2078E-03 -2.1650E-10 -3.9722E-11  1.4208E-01  2.4074E+00
      1108  2.5405E+00 -2.9842E-03 -5.1960E-03 -2.2089E-10 -1.4917E-11  1.1196E-01  2.5520E+00
      1109  1.8857E+00 -8.8499E-04 -2.2811E-03 -2.1782E-10 -4.2750E-11  1.3637E-01  1.9020E+00
      1110  1.9476E+00 -2.4381E-03 -5.9678E-03 -2.1615E-10 -7.0380E-11  1.0510E-01  1.9603E+00
      1111  1.4087E+00 -6.4750E-04 -2.7011E-03 -1.9846E-10 -3.7883E-11  1.2662E-01  1.4273E+00
      1112  1.3991E+00 -2.1254E-03 -6.0045E-03 -1.8143E-10 -2.9777E-11  9.5111E-02  1.4128E+00
      1113  9.7587E-01 -4.6252E-04 -2.9358E-03 -1.5733E-10 -4.2495E-11  1.1270E-01  9.9687E-01
      1114  9.1364E-01 -1.6951E-03 -6.0411E-03 -1.3669E-10 -4.7888E-11  8.1457E-02  9.2830E-01
      1115  6.0350E-01 -2.3957E-04 -3.1786E-03 -1.2834E-10 -6.1332E-11  9.4135E-02  6.2679E-01
      1116  5.1167E-01 -1.1607E-03 -5.9310E-03 -1.3052E-10 -1.0064E-10  6.3906E-02  5.2698E-01
      1117  3.0914E-01  1.8658E-05 -3.3771E-03 -1.0983E-10 -4.5223E-11  7.0657E-02  3.3405E-01
      1118  2.1480E-01 -5.4231E-04 -5.6460E-03 -1.0128E-10 -1.0114E-11  4.2298E-02  2.2993E-01
      1119  1.1171E-01  3.8056E-04 -3.3585E-03 -9.1351E-11 -3.2698E-11  4.1767E-02  1.3438E-01
      1120  4.7256E-02  3.3936E-04 -5.2897E-03 -6.7972E-11 -4.2373E-11  1.5564E-02  5.6777E-02
      1121  2.8128E-02  4.7133E-05 -5.4896E-03 -5.7282E-11 -2.3254E-11  1.9239E-02  4.5663E-02
      1151  4.3902E+00  4.8275E-01  5.1342E-01 -1.3760E-01  2.6340E-02  1.9368E-01  3.9141E+00
      1153  3.4249E+00  1.6834E-01  1.8901E-01 -4.3814E-02  1.2221E-02  1.6423E-01  3.2597E+00
      1155  2.9156E+00 -6.9052E-03  2.5142E-03  6.8864E-03 -4.5740E-03  1.4014E-01  2.9280E+00
      1157  2.3922E+00 -1.9535E-03 -3.2078E-03  5.6896E-03 -3.8253E-04  1.4208E-01  2.4074E+00
      1159  1.8857E+00 -8.8499E-04 -2.2811E-03  4.7543E-03 -3.9176E-04  1.3637E-01  1.9020E+00
      1161  1.4087E+00 -6.4750E-04 -2.7011E-03  4.3447E-03 -4.7768E-04  1.2662E-01  1.4273E+00
      1163  9.7587E-01 -4.6252E-04 -2.9358E-03  3.8548E-03 -4.9045E-04  1.1270E-01  9.9689E-01
      1165  6.0350E-01 -2.3957E-04 -3.1786E-03  3.2007E-03 -5.0034E-04  9.4135E-02  6.2682E-01
      1167  3.0914E-01  1.8658E-05 -3.3771E-03  2.3749E-03 -4.9897E-04  7.0657E-02  3.3408E-01
      1169  1.1171E-01  3.8056E-04 -3.3585E-03  1.3300E-03 -4.5305E-04  4.1767E-02  1.3440E-01
      1171  2.8128E-02  4.7133E-05 -5.4896E-03  5.3789E-04 -3.2606E-04  1.9239E-02  4.5676E-02
      1201  4.3902E+00  4.8275E-01  5.1342E-01 -1.3760E-01  2.6340E-02  1.9368E-01  3.9141E+00
      1202  4.3902E+00  4.8275E-01  5.1342E-01 -1.3760E-01  2.6340E-02  1.9368E-01  3.9141E+00
      1203  3.4249E+00  1.6834E-01  1.8901E-01 -4.3814E-02  1.2221E-02  1.6423E-01  3.2597E+00
      1204  3.7838E+00 -1.5175E-02  1.6581E-02  6.9539E-03 -1.0442E-02  1.0750E-01  3.7878E+00
      1205  2.9156E+00 -6.9052E-03  2.5142E-03  6.8864E-03 -4.5740E-03  1.4014E-01  2.9280E+00
      1206  3.1608E+00 -5.2244E-03 -8.9918E-03  8.7628E-03 -2.1358E-03  1.1480E-01  3.1742E+00
      1207  2.3922E+00 -1.9535E-03 -3.2078E-03  5.6896E-03 -3.8253E-04  1.4208E-01  2.4074E+00
      1208  2.5405E+00 -2.9842E-03 -5.1960E-03  6.9862E-03 -1.4007E-03  1.1196E-01  2.5520E+00
      1209  1.8857E+00 -8.8499E-04 -2.2811E-03  4.7543E-03 -3.9176E-04  1.3637E-01  1.9020E+00
      1210  1.9476E+00 -2.4381E-03 -5.9678E-03  6.3827E-03 -1.6781E-03  1.0510E-01  1.9604E+00
      1211  1.4087E+00 -6.4750E-04 -2.7011E-03  4.3447E-03 -4.7768E-04  1.2662E-01  1.4273E+00
      1212  1.3991E+00 -2.1254E-03 -6.0045E-03  5.8000E-03 -1.6046E-03  9.5111E-02  1.4129E+00
      1213  9.7587E-01 -4.6252E-04 -2.9358E-03  3.8548E-03 -4.9045E-04  1.1270E-01  9.9689E-01
      1214  9.1364E-01 -1.6951E-03 -6.0411E-03  4.9880E-03 -1.5183E-03  8.1457E-02  9.2835E-01
      1215  6.0350E-01 -2.3957E-04 -3.1786E-03  3.2007E-03 -5.0034E-04  9.4135E-02  6.2682E-01
      1216  5.1167E-01 -1.1607E-03 -5.9310E-03  3.9415E-03 -1.3828E-03  6.3906E-02  5.2703E-01
      1217  3.0914E-01  1.8658E-05 -3.3771E-03  2.3749E-03 -4.9897E-04  7.0657E-02  3.3408E-01
      1218  2.1480E-01 -5.4231E-04 -5.6460E-03  2.6417E-03 -1.1903E-03  4.2298E-02  2.2998E-01
      1219  1.1171E-01  3.8056E-04 -3.3585E-03  1.3300E-03 -4.5305E-04  4.1767E-02  1.3440E-01
      1220  4.7256E-02  3.3936E-04 -5.2897E-03  9.9925E-04 -7.9959E-04  1.5564E-02  5.6821E-02
      1221  2.8128E-02  4.7133E-05 -5.4896E-03  5.3789E-04 -3.2606E-04  1.9239E-02  4.5676E-02
      2001  4.3902E+00  4.8275E-01  5.1342E-01  1.3760E-01 -2.6340E-02  1.9368E-01  3.9141E+00
      2002  3.2455E+00  2.6009E-01  2.7523E-01  6.9197E-02 -2.3552E-02  1.9259E-01  2.9992E+00
      2003  2.9423E+00  1.1129E-02  2.6811E-02 -3.0772E-03 -5.1612E-03  1.4950E-01  2.9349E+00
      2004  2.7931E+00 -7.7456E-03  8.2672E-03 -5.9483E-03  5.7931E-03  1.5281E-01  2.8054E+00
      2005  2.4816E+00 -2.7705E-03 -4.5190E-03 -6.8527E-03  1.6397E-03  1.5646E-01  2.5000E+00
      2006  2.3180E+00 -1.4382E-03 -2.2138E-03 -5.0413E-03 -1.2652E-04  1.5714E-01  2.3357E+00
      2007  2.0079E+00 -3.1812E-04 -3.1590E-04 -4.1530E-03 -4.9407E-04  1.5572E-01  2.0262E+00
      2008  1.8548E+00 -1.0844E-04 -4.3773E-04 -3.9401E-03 -2.5141E-04  1.5200E-01  1.8736E+00
      2009  1.5583E+00  1.6459E-04 -8.2364E-04 -3.6384E-03 -1.1268E-04  1.4857E-01  1.5798E+00
      2010  1.4135E+00  9.1459E-05 -1.0494E-03 -3.6170E-03 -8.5801E-05  1.4238E-01  1.4353E+00
      2011  1.1392E+00  2.4781E-04 -1.0678E-03 -3.3256E-03 -1.2254E-04  1.3739E-01  1.1642E+00
      2012  1.0070E+00  1.5378E-04 -1.3831E-03 -3.2882E-03 -2.3481E-05  1.2833E-01  1.0318E+00
      2013  7.6423E-01  3.6893E-04 -1.4014E-03 -2.8822E-03 -6.6646E-05  1.2150E-01  7.9319E-01
      2014  6.4942E-01  2.2101E-04 -1.8025E-03 -2.8303E-03  5.9129E-05  1.0925E-01  6.7721E-01
      2015  4.4843E-01  4.8819E-04 -1.7474E-03 -2.3070E-03 -8.6540E-06  1.0047E-01  4.8162E-01
      2016  3.5630E-01  2.9914E-04 -2.2426E-03 -2.2415E-03  1.5332E-04  8.4836E-02  3.8634E-01
      2017  2.0787E-01  6.0835E-04 -2.1001E-03 -1.5916E-03  5.7076E-05  7.4032E-02  2.4490E-01
      2018  1.4393E-01  4.0116E-04 -2.3929E-03 -1.4953E-03  2.7978E-04  5.4868E-02  1.7335E-01
      2019  6.0160E-02  8.4199E-04 -2.2147E-03 -6.7413E-04  8.4448E-05  4.1501E-02  9.4222E-02
      2020  2.8128E-02  4.7133E-05 -5.4896E-03 -5.3789E-04  3.2606E-04  1.9239E-02  4.5676E-02
      2021  9.0003E-03 -2.4509E-04 -5.6895E-03 -7.6527E-05 -1.4747E-04  2.2914E-02  4.1721E-02
      2101  4.3902E+00  4.8275E-01  5.1342E-01 -2.4874E-10 -4.2145E-11  1.9368E-01  3.9066E+00
      2102  3.2455E+00  2.6009E-01  2.7523E-01 -2.4531E-10  1.1762E-11  1.9259E-01  2.9965E+00
      2103  2.9423E+00  1.1129E-02  2.6811E-02 -2.3186E-10 -1.1806E-13  1.4950E-01  2.9348E+00
      2104  2.7931E+00 -7.7456E-03  8.2672E-03 -1.9766E-10 -2.2783E-11  1.5281E-01  2.8054E+00
      2105  2.4816E+00 -2.7705E-03 -4.5190E-03 -1.9970E-10 -3.1297E-11  1.5646E-01  2.5000E+00
      2106  2.3180E+00 -1.4382E-03 -2.2138E-03 -2.1430E-10 -5.2125E-11  1.5714E-01  2.3357E+00
      2107  2.0079E+00 -3.1812E-04 -3.1590E-04 -2.1179E-10 -1.8118E-11  1.5572E-01  2.0262E+00
      2108  1.8548E+00 -1.0844E-04 -4.3773E-04 -2.1866E-10 -2.8935E-11  1.5200E-01  1.8736E+00
      2109  1.5583E+00  1.6459E-04 -8.2364E-04 -2.1629E-10 -5.6667E-11  1.4857E-01  1.5798E+00
      2110  1.4135E+00  9.1459E-05 -1.0494E-03 -2.0697E-10 -4.1936E-11  1.4238E-01  1.4353E+00
      2111  1.1392E+00  2.4781E-04 -1.0678E-03 -1.8962E-10 -2.1635E-11  1.3739E-01  1.1642E+00
      2112  1.0070E+00  1.5378E-04 -1.3831E-03 -1.6766E-10 -3.9799E-11  1.2833E-01  1.0318E+00
      2113  7.6423E-01  3.6893E-04 -1.4014E-03 -1.4528E-10 -4.8855E-11  1.2150E-01  7.9317E-01
      2114  6.4942E-01  2.2101E-04 -1.8025E-03 -1.2725E-10 -4.1681E-11  1.0925E-01  6.7719E-01
      2115  4.4843E-01  4.8819E-04 -1.7474E-03 -1.2417E-10 -6.8055E-11  1.0047E-01  4.8161E-01
      2116  3.5630E-01  2.9914E-04 -2.2426E-03 -1.1411E-10 -6.2777E-11  8.4836E-02  3.8632E-01
      2117  2.0787E-01  6.0835E-04 -2.1001E-03 -9.9489E-11 -1.7516E-11  7.4032E-02  2.4489E-01
      2118  1.4393E-01  4.0116E-04 -2.3929E-03 -1.0304E-10 -2.7861E-11  5.4868E-02  1.7333E-01
      2119  6.0160E-02  8.4199E-04 -2.2147E-03 -8.6384E-11 -4.3990E-11  4.1501E-02  9.4214E-02
      2120  2.8128E-02  4.7133E-05 -5.4896E-03 -5.7282E-11 -2.3254E-11  1.9239E-02  4.5663E-02
      2121  9.0003E-03 -2.4509E-04 -5.6895E-03 -4.6592E-11 -4.1341E-12  2.2914E-02  4.1720E-02
      2201  4.3902E+00  4.8275E-01  5.1342E-01 -1.3760E-01  2.6340E-02  1.9368E-01  3.9141E+00
      2202  3.2455E+00  2.6009E-01  2.7523E-01 -6.9197E-02  2.3552E-02  1.9259E-01  2.9992E+00
      2203  2.9423E+00  1.1129E-02  2.6811E-02  3.0772E-03  5.1612E-03  1.4950E-01  2.9349E+00
      2204  2.7931E+00 -7.7456E-03  8.2672E-03  5.9483E-03 -5.7931E-03  1.5281E-01  2.8054E+00
      2205  2.4816E+00 -2.7705E-03 -4.5190E-03  6.8527E-03 -1.6397E-03  1.5646E-01  2.5000E+00
      2206  2.3180E+00 -1.4382E-03 -2.2138E-03  5.0413E-03  1.2652E-04  1.5714E-01  2.3357E+00
      2207  2.0079E+00 -3.1812E-04 -3.1590E-04  4.1530E-03  4.9407E-04  1.5572E-01  2.0262E+00
      2208  1.8548E+00 -1.0844E-04 -4.3773E-04  3.9401E-03  2.5141E-04  1.5200E-01  1.8736E+00
      2209  1.5583E+00  1.6459E-04 -8.2364E-04  3.6384E-03  1.1268E-04  1.4857E-01  1.5798E+00
