 
********************************
*RESULT OF EIGEN VALUE ANALYSIS*
********************************
 
 NUMBER OF ITERATIONS = 16
 
   NO.   EIGENVALUE    ANGL.FREQUENCY FREQUENCY(HZ)
   ---   ----------    -------------- -------------
    1   0.510280E+09   0.225894E+05   0.359521E+04
    2   0.510935E+09   0.226039E+05   0.359752E+04
    3   0.183397E+11   0.135424E+06   0.215534E+05


 Mode No.     1

 #### DISPLACEMENT 3D
    NODE     X-DISP      Y-DISP      Z-DISP
---------+-----------+-----------+------------
      5002 -1.0120E-03  2.9181E-04  3.0550E-04 -1.1978E-05 -2.6681E-05  1.4011E-05
      5003 -8.6607E-04  2.5640E-04  2.6029E-04  1.9007E-06 -7.0731E-06  5.7499E-05
      5004 -8.8430E-04  2.6381E-04  2.6294E-04  7.6539E-06 -1.7029E-06  5.9656E-05
      5005 -7.2843E-04  2.1824E-04  2.1789E-04  3.0504E-06 -5.3067E-07  6.6744E-05
      5006 -7.2681E-04  2.1684E-04  2.1617E-04  6.5097E-06 -5.8631E-07  5.6283E-05
      5007 -5.8750E-04  1.7599E-04  1.7592E-04  2.9926E-06  6.5201E-08  6.4013E-05
      5008 -5.7572E-04  1.7160E-04  1.7102E-04  6.4014E-06 -4.1034E-07  5.4276E-05
      5009 -4.5296E-04  1.3566E-04  1.3564E-04  2.8420E-06  1.2684E-07  6.0460E-05
      5010 -4.3264E-04  1.2877E-04  1.2833E-04  5.9736E-06 -3.4082E-07  5.0681E-05
      5011 -3.2806E-04  9.8223E-05  9.8282E-05  2.5921E-06  1.4942E-07  5.5017E-05
      5012 -3.0199E-04  8.9713E-05  8.9436E-05  5.3688E-06 -2.6290E-07  4.5452E-05
      5013 -2.1702E-04  6.4949E-05  6.5100E-05  2.2509E-06  1.6670E-07  4.7534E-05
      5014 -1.8856E-04  5.5861E-05  5.5782E-05  4.5511E-06 -1.6723E-07  3.8413E-05
      5015 -1.2443E-04  3.7219E-05  3.7469E-05  1.8061E-06  1.8008E-07  3.7853E-05
      5016 -9.7505E-05  2.8764E-05  2.8907E-05  3.5038E-06 -5.8743E-08  2.9446E-05
      5017 -5.5142E-05  1.6488E-05  1.6870E-05  1.2527E-06  2.0787E-07  2.5899E-05
      5018 -3.4229E-05  1.0045E-05  1.0503E-05  2.2520E-06  1.0569E-07  1.8587E-05
      5019 -1.3894E-05  4.2154E-06  4.4614E-06  4.8983E-07  2.1752E-07  1.1408E-05
      5020 -3.4768E-06  1.0918E-06  1.2649E-06  2.8692E-07  2.6696E-07  4.4320E-06
      5021 -3.4768E-06  1.0918E-06  1.2649E-06  2.8692E-07  2.6696E-07  4.4320E-06
      5051 -8.2943E-04  1.3133E-04  2.0912E-04 -1.6930E-04 -3.6028E-05  1.1823E-04
      5052 -1.0292E-03  2.5303E-04  3.2877E-04 -3.5610E-05 -2.8109E-05  5.3665E-05
      5053 -8.5999E-04  2.5393E-04  2.5941E-04 -1.7093E-08 -8.8631E-06  5.6780E-05
      5054 -9.0194E-04  2.6911E-04  2.6990E-04  7.0876E-06  4.5957E-07  5.3742E-05
      5055 -7.2897E-04  2.1870E-04  2.1846E-04  1.8973E-06 -5.1213E-07  7.0231E-05
      5056 -7.4381E-04  2.2263E-04  2.2243E-04  5.6185E-06  6.6511E-07  5.0374E-05
      5057 -5.9143E-04  1.7745E-04  1.7755E-04  1.8564E-06  2.2372E-07  6.7259E-05
      5058 -5.9275E-04  1.7743E-04  1.7716E-04  5.5548E-06  8.8527E-07  4.8495E-05
      5059 -4.5973E-04  1.3796E-04  1.3808E-04  1.7982E-06  2.8272E-07  6.3720E-05
      5060 -4.4913E-04  1.3441E-04  1.3419E-04  5.1973E-06  8.7659E-07  4.5372E-05
      5061 -3.3675E-04  1.0106E-04  1.0123E-04  1.6665E-06  2.8686E-07  5.8205E-05
      5062 -3.1727E-04  9.4917E-05  9.4774E-05  4.6954E-06  8.3801E-07  4.0794E-05
      5063 -2.2650E-04  6.7978E-05  6.8205E-05  1.4842E-06  2.7801E-07  5.0574E-05
      5064 -2.0188E-04  6.0382E-05  6.0332E-05  4.0125E-06  7.7320E-07  3.4611E-05
      5065 -1.3340E-04  4.0038E-05  4.0323E-05  1.2402E-06  2.5968E-07  4.0655E-05
      5066 -1.0802E-04  3.2326E-05  3.2379E-05  3.1330E-06  6.7611E-07  2.6717E-05
      5067 -6.2113E-05  1.8636E-05  1.8992E-05  9.1961E-07  2.4193E-07  2.8336E-05
      5068 -4.1059E-05  1.2353E-05  1.2569E-05  2.0545E-06  5.7050E-07  1.7105E-05
      5069 -1.7366E-05  5.2566E-06  5.5269E-06  5.5746E-07  2.0104E-07  1.3733E-05
      5070 -5.8531E-06  1.9876E-06  1.8692E-06  4.7174E-07  3.8915E-07  5.0141E-06
      5071 -3.4768E-06  1.0918E-06  1.2649E-06  2.8692E-07  2.6696E-07  4.4320E-06
      5101 -6.8502E-04  1.2848E-04  1.8190E-04 -3.2870E-05 -1.3874E-05  8.4260E-05
      5102 -9.1095E-04  2.0877E-04  2.9698E-04 -1.0280E-05 -2.1799E-05  7.5974E-05
      5103 -7.4027E-04  2.0542E-04  2.2803E-04 -4.9657E-06 -8.7444E-06  7.9063E-05
      5104 -7.8247E-04  2.3382E-04  2.3403E-04 -1.8834E-06 -7.4630E-08  6.4520E-05
      5105 -6.2340E-04  1.8656E-04  1.8667E-04 -2.1555E-06 -7.0960E-07  7.5180E-05
      5106 -6.4463E-04  1.9305E-04  1.9258E-04 -2.2457E-06  5.8094E-07  5.9963E-05
      5107 -5.0549E-04  1.5146E-04  1.5146E-04 -2.1960E-06 -3.1962E-07  7.1904E-05
      5108 -5.1305E-04  1.5380E-04  1.5313E-04 -2.1761E-06  7.1308E-07  5.7706E-05
      5109 -3.9283E-04  1.1775E-04  1.1770E-04 -2.0573E-06 -2.1381E-07  6.7979E-05
      5110 -3.8805E-04  1.1635E-04  1.1576E-04 -2.0387E-06  7.1235E-07  5.3874E-05
      5111 -2.8771E-04  8.6238E-05  8.6242E-05 -1.8549E-06 -1.5799E-07  6.1991E-05
      5112 -2.7343E-04  8.2015E-05  8.1542E-05 -1.8167E-06  6.7329E-07  4.8302E-05
      5113 -1.9357E-04  5.8026E-05  5.8097E-05 -1.5734E-06 -9.9515E-08  5.3731E-05
      5114 -1.7331E-04  5.2032E-05  5.1713E-05 -1.5198E-06  6.1069E-07  4.0808E-05
      5115 -1.1419E-04  3.4245E-05  3.4390E-05 -1.2155E-06 -3.2658E-08  4.3018E-05
      5116 -9.2116E-05  2.7736E-05  2.7593E-05 -1.1474E-06  5.2064E-07  3.1265E-05
      5117 -5.3565E-05  1.6102E-05  1.6330E-05 -7.8506E-07  5.2505E-08  2.9740E-05
      5118 -3.4539E-05  1.0546E-05  1.0611E-05 -7.0657E-07  4.2747E-07  1.9630E-05
      5119 -1.5705E-05  4.8269E-06  4.9444E-06 -2.6508E-07  1.1978E-07  1.3864E-05
      5120 -4.7585E-06  1.7537E-06  1.5114E-06 -2.1081E-07  2.6915E-07  5.3564E-06
      5121 -4.4381E-06  1.5882E-06  1.4498E-06 -8.6379E-08  2.6861E-07  5.1253E-06
      5151 -7.7406E-04  1.1780E-04  2.0208E-04 -5.7382E-05  9.9191E-08  1.9082E-04
      5152 -9.9929E-04  2.2232E-04  3.3193E-04  3.3756E-05  1.9670E-06  6.7815E-05
      5153 -8.3026E-04  2.3322E-04  2.5785E-04 -1.3380E-06 -1.5090E-05  6.6352E-05
      5154 -8.6666E-04  2.5775E-04  2.5925E-04 -8.9356E-06 -6.2048E-06  5.2211E-05
      5155 -6.9464E-04  2.0758E-04  2.0829E-04 -6.8640E-06 -2.5990E-06  6.3007E-05
      5156 -7.1318E-04  2.1268E-04  2.1282E-04 -7.4228E-06 -3.5453E-06  4.6582E-05
      5157 -5.6348E-04  1.6854E-04  1.6893E-04 -6.3831E-06 -1.6510E-06  6.0037E-05
      5158 -5.6861E-04  1.6966E-04  1.6944E-04 -7.2749E-06 -3.4897E-06  4.5035E-05
      5159 -4.3810E-04  1.3107E-04  1.3132E-04 -6.0845E-06 -1.5037E-06  5.6885E-05
      5160 -4.3103E-04  1.2851E-04  1.2833E-04 -6.7838E-06 -3.2490E-06  4.2212E-05
      5161 -3.2099E-04  9.5995E-05  9.6243E-05 -5.5452E-06 -1.3993E-06  5.1996E-05
      5162 -3.0468E-04  9.0739E-05  9.0649E-05 -6.0411E-06 -2.9278E-06  3.8070E-05
      5163 -2.1600E-04  6.4571E-05  6.4820E-05 -4.7974E-06 -1.2626E-06  4.5227E-05
      5164 -1.9404E-04  5.7709E-05  5.7737E-05 -5.0500E-06 -2.4933E-06  3.2454E-05
      5165 -1.2732E-04  3.8052E-05  3.8298E-05 -3.8301E-06 -1.0798E-06  3.6420E-05
      5166 -1.0397E-04  3.0886E-05  3.1045E-05 -3.7973E-06 -1.9370E-06  2.5254E-05
      5167 -5.9400E-05  1.7778E-05  1.8013E-05 -2.6451E-06 -8.4492E-07  2.5469E-05
      5168 -3.9609E-05  1.1833E-05  1.2103E-05 -2.2741E-06 -1.2401E-06  1.6429E-05
      5169 -1.6745E-05  5.1544E-06  5.2041E-06 -1.1948E-06 -5.4888E-07  1.2269E-05
      5170 -5.8302E-06  1.9810E-06  1.9156E-06 -4.5143E-07 -4.7576E-07  4.6623E-06
      5171 -3.4052E-06  1.3501E-06  1.1642E-06 -6.3839E-07 -4.8578E-07  3.6716E-06
      5201 -5.4273E-04  9.3773E-05  1.4501E-04  3.9404E-05  1.7318E-05  8.9911E-05
      5202 -8.3026E-04  1.7499E-04  2.8452E-04  5.5168E-05  2.1301E-05  7.5062E-05
      5203 -6.5608E-04  1.7321E-04  2.0962E-04  9.5321E-06  2.3760E-06  9.0302E-05
      5204 -7.1228E-04  2.1078E-04  2.1572E-04 -9.0841E-06  7.3298E-07  7.8083E-05
      5205 -5.5332E-04  1.6502E-04  1.6652E-04 -6.0638E-06  2.1042E-07  8.4629E-05
      5206 -5.8763E-04  1.7492E-04  1.7759E-04 -7.6165E-06 -4.8115E-07  7.1315E-05
      5207 -4.5004E-04  1.3460E-04  1.3545E-04 -5.5930E-06 -9.6268E-08  8.0589E-05
      5208 -4.6907E-04  1.3966E-04  1.4189E-04 -7.5498E-06 -7.8575E-07  6.8777E-05
      5209 -3.5155E-04  1.0519E-04  1.0586E-04 -5.3856E-06 -1.8634E-07  7.6249E-05
      5210 -3.5624E-04  1.0594E-04  1.0802E-04 -7.0925E-06 -7.9022E-07  6.4188E-05
      5211 -2.5932E-04  7.7559E-05  7.8213E-05 -4.9582E-06 -2.3500E-07  6.9571E-05
      5212 -2.5254E-04  7.4957E-05  7.6874E-05 -6.3795E-06 -7.7070E-07  5.7536E-05
      5213 -1.7635E-04  5.2708E-05  5.3347E-05 -4.3466E-06 -2.8609E-07  6.0355E-05
      5214 -1.6162E-04  4.7844E-05  4.9536E-05 -5.4134E-06 -7.2788E-07  4.8593E-05
      5215 -1.0588E-04  3.1619E-05  3.2225E-05 -3.5458E-06 -3.4059E-07  4.8395E-05
      5216 -8.7441E-05  2.5795E-05  2.7186E-05 -4.1854E-06 -6.6901E-07  3.7210E-05
      5217 -5.1389E-05  1.5336E-05  1.5881E-05 -2.5400E-06 -3.8384E-07  3.3536E-05
      5218 -3.4229E-05  1.0084E-05  1.1073E-05 -2.6626E-06 -5.4138E-07  2.3245E-05
      5219 -1.6290E-05  4.9034E-06  5.2129E-06 -1.2573E-06 -4.3248E-07  1.5947E-05
      5220 -5.4151E-06  1.7506E-06  1.8500E-06 -7.8110E-07 -4.2963E-07  6.8671E-06
      5221 -4.7452E-06  1.6171E-06  1.6214E-06 -7.3353E-07 -4.4835E-07  5.8019E-06
 #### STRESS
     NODE     S11         S22         S33         S12         S23         S13        MISES
  -------+-----------+-----------+-----------+-----------+-----------+-----------+-------------
      1001  3.6308E+00  5.8568E-01  4.6854E-01  1.2506E-01  4.8256E-03  2.4244E-01  3.1411E+00
      1002  3.2186E+00  3.8693E-01  3.1316E-01  2.7170E-01 -6.2078E-02  9.2869E-02  2.9140E+00
      1003  2.6031E+00  1.1490E-01  9.8008E-02  4.4609E-02 -2.8865E-02  1.1768E-01  2.5067E+00
      1004  2.8904E+00  2.4308E-02  2.9591E-02 -1.9282E-02 -6.0886E-03  1.0944E-01  2.8699E+00
      1005  2.2489E+00  8.8324E-03  4.2498E-03 -1.0757E-02 -2.0617E-03  1.2707E-01  2.2532E+00
      1006  2.4001E+00 -3.4050E-03 -8.9390E-04 -1.3366E-02 -2.1049E-03  1.1085E-01  2.4100E+00
      1007  1.8326E+00 -1.2104E-03 -6.0187E-04 -9.8622E-03 -3.3694E-04  1.2684E-01  1.8467E+00
      1008  1.9238E+00 -3.5907E-03  2.4715E-03 -1.2654E-02 -1.0733E-03  1.0800E-01  1.9335E+00
      1009  1.4370E+00 -1.1311E-03  2.2162E-04 -9.1726E-03  1.7508E-05  1.2146E-01  1.4528E+00
      1010  1.4693E+00 -3.7589E-03  2.0121E-03 -1.1861E-02 -9.5531E-04  1.0163E-01  1.4808E+00
      1011  1.0654E+00 -1.2323E-03 -7.6950E-05 -8.4455E-03  9.7594E-05  1.1272E-01  1.0839E+00
      1012  1.0499E+00 -3.7485E-03  1.3956E-03 -1.0738E-02 -7.7548E-04  9.2221E-02  1.0633E+00
      1013  7.2994E-01 -1.2987E-03 -4.5679E-04 -7.4431E-03  1.9494E-04  1.0023E-01  7.5126E-01
      1014  6.7998E-01 -3.6417E-03  5.8700E-04 -9.2086E-03 -5.7681E-04  7.9305E-02  6.9540E-01
      1015  4.4335E-01 -1.3455E-03 -9.0464E-04 -6.1235E-03  2.9290E-04  8.3601E-02  4.6759E-01
      1016  3.7539E-01 -3.4341E-03 -3.5587E-04 -7.2400E-03 -3.3848E-04  6.2662E-02  3.9280E-01
      1017  2.1948E-01 -1.3874E-03 -1.3941E-03 -4.4693E-03  4.0492E-04  6.2607E-02  2.4618E-01
      1018  1.5276E-01 -3.1856E-03 -1.4338E-03 -4.8197E-03 -2.8033E-05  4.2113E-02  1.7158E-01
      1019  7.3271E-02 -1.3600E-03 -1.7961E-03 -2.4528E-03  5.1196E-04  3.6850E-02  9.8464E-02
      1020  3.0489E-02 -2.6346E-03 -2.5338E-03 -1.8295E-03  2.0030E-04  1.7040E-02  4.4442E-02
      1021  1.6274E-02 -1.4549E-03 -3.3366E-03 -8.4900E-04  5.9639E-04  1.7155E-02  3.5176E-02
      1051  4.4552E+00  9.8318E-01  7.7929E-01 -1.6821E-01  1.3863E-01  5.4158E-01  3.7185E+00
      1052  4.1362E+00  6.4174E-01  4.2854E-01 -2.8469E-02  4.6941E-02  3.9935E-01  3.6727E+00
      1053  3.3692E+00  1.2809E-01  5.3810E-02  2.6692E-02 -4.4811E-03  1.6934E-01  3.2923E+00
      1054  3.5233E+00 -1.2914E-02 -4.0663E-03 -8.0290E-03  1.6420E-02  6.6434E-02  3.5338E+00
      1055  2.9073E+00  2.3688E-03 -4.3294E-03 -1.0372E-02  2.8913E-03  9.2308E-02  2.9127E+00
      1056  2.9412E+00 -4.3497E-03 -6.6874E-03 -1.4038E-02 -6.2118E-03  7.2563E-02  2.9495E+00
      1057  2.3797E+00 -2.6645E-03 -2.3972E-03 -1.1606E-02 -1.9631E-03  9.4309E-02  2.3879E+00
      1058  2.3565E+00 -8.7198E-03 -1.0413E-02 -1.2829E-02 -4.9217E-03  6.9647E-02  2.3692E+00
      1059  1.8715E+00 -3.0274E-03 -2.6564E-03 -1.0926E-02 -2.0792E-03  8.9878E-02  1.8809E+00
      1060  1.8007E+00 -8.6528E-03 -1.0211E-02 -1.2282E-02 -5.0048E-03  6.5308E-02  1.8138E+00
      1061  1.3934E+00 -3.0930E-03 -2.7609E-03 -1.0166E-02 -1.9440E-03  8.3319E-02  1.4039E+00
      1062  1.2874E+00 -8.3902E-03 -9.9892E-03 -1.1199E-02 -4.5256E-03  5.8927E-02  1.3008E+00
      1063  9.6003E-01 -3.0420E-03 -2.8405E-03 -9.0451E-03 -1.6665E-03  7.3955E-02  9.7158E-01
      1064  8.3422E-01 -7.8482E-03 -9.4964E-03 -9.7071E-03 -3.8712E-03  5.0265E-02  8.4757E-01
      1065  5.8768E-01 -2.9089E-03 -2.8706E-03 -7.5541E-03 -1.3098E-03  6.1520E-02  6.0025E-01
      1066  4.6042E-01 -7.0450E-03 -8.7126E-03 -7.7658E-03 -3.0294E-03  3.9170E-02  4.7341E-01
      1067  2.9389E-01 -2.7032E-03 -2.8355E-03 -5.6643E-03 -8.6673E-04  4.5854E-02  3.0727E-01
      1068  1.8625E-01 -6.0366E-03 -7.6256E-03 -5.3680E-03 -1.9604E-03  2.5550E-02  1.9834E-01
      1069  9.7639E-02 -2.4060E-03 -2.5860E-03 -3.4130E-03 -3.5450E-04  2.6582E-02  1.1037E-01
      1070  3.4977E-02 -4.4268E-03 -6.1110E-03 -2.3230E-03 -8.0102E-04  8.6867E-03  4.3201E-02
      1071  1.8239E-02 -1.8816E-03 -3.7722E-03 -1.3839E-03 -2.5977E-05  9.7092E-03  2.7111E-02
      1101  3.9157E+00  6.7476E-01  5.6644E-01 -1.0976E-01  5.5140E-02  2.5085E-01  3.3317E+00
      1102  3.6753E+00  5.6667E-01  4.8048E-01  4.3581E-03  2.6574E-02  2.2509E-01  3.1770E+00
      1103  3.0622E+00  1.8849E-01  1.4871E-01 -1.5826E-03  1.9984E-02  1.5420E-01  2.9063E+00
      1104  3.2412E+00  1.0146E-02  9.9697E-03 -3.1967E-03  2.5437E-03  7.8205E-02  3.2339E+00
      1105  2.6268E+00  5.2302E-03 -4.3754E-04 -3.6227E-03  1.8394E-03  1.0793E-01  2.6311E+00
      1106  2.7031E+00 -1.2217E-03 -3.3058E-03 -4.8217E-03  1.1111E-03  9.3392E-02  2.7102E+00
      1107  2.1505E+00 -1.0225E-03 -1.3975E-03 -4.5491E-03 -3.3877E-04  1.1255E-01  2.1606E+00
      1108  2.1702E+00 -3.3677E-03 -6.1814E-03 -4.8132E-03  1.1129E-03  8.9580E-02  2.1805E+00
      1109  1.6931E+00 -1.6632E-03 -2.4730E-03 -4.4493E-03 -4.4507E-04  1.0742E-01  1.7053E+00
      1110  1.6626E+00 -3.5871E-03 -6.1875E-03 -4.5509E-03  9.1868E-04  8.4400E-02  1.6739E+00
      1111  1.2627E+00 -1.8015E-03 -2.6270E-03 -4.1606E-03 -5.0067E-04  9.9780E-02  1.2767E+00
      1112  1.1930E+00 -3.7086E-03 -6.2063E-03 -4.1289E-03  7.8542E-04  7.6554E-02  1.2053E+00
      1113  8.7238E-01 -1.8788E-03 -2.7826E-03 -3.7369E-03 -5.0512E-04  8.8796E-02  8.8816E-01
      1114  7.7741E-01 -3.7300E-03 -6.0815E-03 -3.5568E-03  6.0810E-04  6.5824E-02  7.9061E-01
      1115  5.3681E-01 -1.9146E-03 -2.8981E-03 -3.1663E-03 -5.0023E-04  7.4171E-02  5.5433E-01
      1116  4.3345E-01 -3.6647E-03 -5.8002E-03 -2.8155E-03  3.8912E-04  5.1997E-02  4.4737E-01
      1117  2.7172E-01 -1.9236E-03 -2.9690E-03 -2.4410E-03 -4.8394E-04  5.5701E-02  2.9068E-01
      1118  1.7943E-01 -3.5587E-03 -5.3471E-03 -1.9232E-03  1.3373E-04  3.4980E-02  1.9364E-01
      1119  9.4046E-02 -1.8613E-03 -2.8446E-03 -1.6185E-03 -4.2994E-04  3.3012E-02  1.1212E-01
      1120  3.5876E-02 -3.2249E-03 -4.6572E-03 -9.5938E-04 -1.5735E-04  1.3951E-02  4.6622E-02
      1121  2.0230E-02 -1.9657E-03 -4.0868E-03 -8.4087E-04 -4.4456E-04  1.4357E-02  3.4137E-02
      1151  4.6368E+00  9.9900E-01  8.2434E-01 -4.5211E-01  1.4084E-01  3.2812E-01  3.8595E+00
      1152  4.2882E+00  6.2750E-01  4.5462E-01 -2.6694E-01  6.8530E-02  2.6241E-01  3.8076E+00
      1153  3.5361E+00  9.8044E-02  6.5189E-02 -4.2948E-02  1.9523E-02  1.0517E-01  3.4604E+00
      1154  3.6686E+00 -1.3164E-02 -8.9921E-04  1.3801E-02 -8.7373E-04  5.4348E-02  3.6770E+00
      1155  3.0515E+00  1.4718E-03 -2.9236E-03  3.9687E-03  3.0696E-03  9.9193E-02  3.0571E+00
      1156  3.0790E+00 -2.1458E-03 -3.0696E-03  7.7862E-03  1.9930E-03  7.8168E-02  3.0846E+00
      1157  2.5019E+00  5.3194E-04  6.6713E-04  1.9988E-03  6.5957E-04  1.0450E-01  2.5078E+00
      1158  2.4692E+00 -4.4473E-03 -5.5612E-03  7.2814E-03  1.1000E-03  7.4335E-02  2.4776E+00
      1159  1.9681E+00  2.2104E-04 -4.4521E-05  1.7281E-03  3.5892E-04  9.9593E-02  1.9755E+00
      1160  1.8884E+00 -4.5823E-03 -5.9294E-03  6.8501E-03  1.0865E-03  6.9913E-02  1.8975E+00
      1161  1.4658E+00  7.2106E-05 -3.4188E-04  1.5902E-03  2.6535E-04  9.2415E-02  1.4746E+00
      1162  1.3516E+00 -4.5495E-03 -5.8650E-03  6.1889E-03  8.9554E-04  6.3263E-02  1.3613E+00
      1163  1.0103E+00 -7.9978E-05 -6.5348E-04  1.3723E-03  1.8355E-04  8.2098E-02  1.0206E+00
      1164  8.7747E-01 -4.3823E-03 -5.6860E-03  5.2838E-03  6.6991E-04  5.4191E-02  8.8753E-01
      1165  6.1887E-01 -2.5046E-04 -1.0003E-03  1.0917E-03  8.7592E-05  6.8387E-02  6.3072E-01
      1166  4.8605E-01 -4.0832E-03 -5.3479E-03  4.1272E-03  3.9460E-04  4.2534E-02  4.9632E-01
      1167  3.0991E-01 -4.3932E-04 -1.3827E-03  7.5237E-04 -2.4180E-05  5.1103E-02  3.2318E-01
      1168  1.9842E-01 -3.7078E-03 -4.8380E-03  2.6785E-03  7.6862E-05  2.8228E-02  2.0856E-01
      1169  1.0292E-01 -6.7797E-04 -1.5880E-03  2.1098E-04 -1.3115E-04  2.9815E-02  1.1616E-01
      1170  3.8355E-02 -3.0032E-03 -4.1567E-03  7.2296E-04 -2.5419E-04  1.0392E-02  4.5665E-02
      1171  1.8199E-02 -7.7083E-04 -3.2747E-03 -1.5785E-04 -2.6713E-04  1.1688E-02  2.8700E-02
      1201  4.6368E+00  9.9900E-01  8.2434E-01 -4.5211E-01  1.4084E-01  3.2812E-01  3.8595E+00
      1202  4.6368E+00  9.9900E-01  8.2434E-01 -4.5211E-01  1.4084E-01  3.2812E-01  3.8595E+00
      1203  3.8113E+00  3.2328E-01  2.5498E-01 -1.4524E-01  4.9852E-02  1.6091E-01  3.5436E+00
      1204  3.7477E+00 -2.9597E-02 -1.5184E-03  1.9079E-02 -3.3910E-03  5.3677E-02  3.7647E+00
      1205  3.2256E+00 -6.2954E-03 -2.5723E-03  7.7462E-03  1.4545E-03  8.7814E-02  3.2336E+00
      1206  3.1756E+00 -7.4279E-03 -8.6999E-03  9.5941E-03  4.0930E-04  8.7768E-02  3.1873E+00
      1207  2.6703E+00 -1.4580E-03 -1.6746E-03  3.8976E-03  5.9700E-04  1.0032E-01  2.6775E+00
      1208  2.5594E+00 -1.1120E-02 -1.3476E-02  9.0011E-03 -8.9461E-04  8.3526E-02  2.5758E+00
      1209  2.1159E+00 -2.6142E-03 -3.4025E-03  3.5464E-03  4.5534E-05  9.5577E-02  2.1254E+00
      1210  1.9708E+00 -1.0968E-02 -1.3798E-02  8.4416E-03 -7.5315E-04  7.8680E-02  1.9879E+00
      1211  1.5920E+00 -2.6878E-03 -3.7059E-03  3.3031E-03  1.0724E-05  8.8982E-02  1.6027E+00
      1212  1.4243E+00 -1.0468E-02 -1.3286E-02  7.6644E-03 -7.8521E-04  7.1402E-02  1.4415E+00
      1213  1.1138E+00 -2.6769E-03 -3.8117E-03  2.9453E-03 -5.8637E-05  7.9424E-02  1.1255E+00
      1214  9.3812E-01 -9.6191E-03 -1.2446E-02  6.5949E-03 -7.6472E-04  6.1413E-02  9.5516E-01
      1215  6.9868E-01 -2.5926E-03 -3.8618E-03  2.4675E-03 -1.2549E-04  6.6643E-02  7.1135E-01
      1216  5.3247E-01 -8.4193E-03 -1.1192E-02  5.2181E-03 -7.2188E-04  4.8537E-02  5.4883E-01
      1217  3.6555E-01 -2.4343E-03 -3.8349E-03  1.8688E-03 -1.9861E-04  5.0461E-02  3.7892E-01
      1218  2.2843E-01 -6.8518E-03 -9.4867E-03  3.5255E-03 -6.5659E-04  3.2709E-02  2.4338E-01
      1219  1.3430E-01 -2.2214E-03 -3.5627E-03  1.0396E-03 -2.6251E-04  3.0538E-02  1.4705E-01
      1220  4.8848E-02 -4.9643E-03 -7.2391E-03  1.1936E-03 -5.4309E-04  1.2807E-02  5.9335E-02
      1221  2.8415E-02 -2.1687E-03 -4.5962E-03  2.9265E-04 -3.5912E-04  1.2061E-02  3.8112E-02
      2001  2.6200E+00  4.7356E-01  5.4852E-01  4.3213E-01 -7.9406E-02 -7.1387E-02  2.2464E+00
      2002  1.6455E+00  1.6209E-01  1.8782E-01  1.0512E-01 -6.8434E-02  7.1522E-02  1.4918E+00
      2003  1.6817E+00  8.2446E-03  1.6951E-02 -4.7454E-02 -4.2194E-02  1.4674E-01  1.6920E+00
      2004  1.4897E+00  2.3454E-02  1.6258E-02 -9.4032E-03 -6.9859E-03  1.7264E-01  1.5001E+00
      2005  1.4992E+00  8.0192E-03 -3.4097E-03 -7.5050E-03 -4.1647E-03  1.8088E-01  1.5294E+00
      2006  1.2246E+00  1.8306E-03 -8.5544E-04 -6.2572E-03  1.7801E-03  1.7193E-01  1.2599E+00
      2007  1.2145E+00  4.9884E-03  3.4844E-03 -7.7527E-03  1.1110E-03  1.7695E-01  1.2486E+00
      2008  9.8092E-01  2.5169E-03  1.9060E-03 -5.6274E-03  2.7627E-03  1.6625E-01  1.0202E+00
      2009  9.4700E-01  4.9487E-03  3.7098E-03 -6.8345E-03  1.6086E-03  1.6877E-01  9.8703E-01
      2010  7.4784E-01  2.3059E-03  1.6253E-03 -5.1962E-03  2.7212E-03  1.5578E-01  7.9324E-01
      2011  6.9617E-01  4.5485E-03  3.2648E-03 -6.0998E-03  1.6209E-03  1.5576E-01  7.4305E-01
      2012  5.3315E-01  2.0067E-03  1.2311E-03 -4.6641E-03  2.5709E-03  1.4045E-01  5.8462E-01
      2013  4.7090E-01  3.9764E-03  2.5439E-03 -5.1369E-03  1.5388E-03  1.3735E-01  5.2475E-01
      2014  3.4434E-01  1.6103E-03  6.9545E-04 -3.9486E-03  2.3165E-03  1.1964E-01  4.0097E-01
      2015  2.8010E-01  3.2254E-03  1.6405E-03 -3.9171E-03  1.4016E-03  1.1306E-01  3.3986E-01
      2016  1.8956E-01  1.1272E-03  7.3869E-05 -3.0406E-03  1.9652E-03  9.3022E-02  2.4841E-01
      2017  1.3325E-01  2.2798E-03  5.8691E-04 -2.4274E-03  1.2118E-03  8.2611E-02  1.9461E-01
      2018  7.7425E-02  5.3559E-04 -5.1434E-04 -1.9082E-03  1.5862E-03  6.0326E-02  1.3011E-01
      2019  4.0128E-02  1.1244E-03 -2.9820E-04 -7.0692E-04  9.7036E-04  4.5517E-02  8.8309E-02
      2020  1.4964E-02 -1.1705E-03 -3.0461E-03 -4.9240E-04  1.0113E-03  2.2120E-02  4.2020E-02
      2021  5.9649E-03 -8.8830E-06 -3.9756E-03  6.7789E-04  1.2042E-03  1.8247E-02  3.2858E-02
      2051  3.6308E+00  5.8568E-01  4.6854E-01  1.2506E-01  4.8256E-03  2.4244E-01  3.1411E+00
      2052  2.6037E+00  2.3213E-01  1.8957E-01  1.1696E-01 -4.4844E-02  1.2878E-01  2.4133E+00
