 
********************************
*RESULT OF EIGEN VALUE ANALYSIS*
********************************
 
 NUMBER OF ITERATIONS = 16
 
   NO.   EIGENVALUE    ANGL.FREQUENCY FREQUENCY(HZ)
   ---   ----------    -------------- -------------
    1   0.510280E+09   0.225894E+05   0.359521E+04
    2   0.510935E+09   0.226039E+05   0.359752E+04
    3   0.183397E+11   0.135424E+06   0.215534E+05


 Mode No.     1

 #### DISPLACEMENT 3D
    NODE     X-DISP      Y-DISP      Z-DISP
---------+-----------+-----------+------------
      2009  2.1098E+00  1.6374E-03 -3.6885E-03  8.4391E-02 -1.8086E-03  1.3343E-04  2.1158E+00
      2010  1.6245E+00 -4.1881E-04 -8.0128E-04  8.7682E-02 -2.4665E-04  7.5446E-04  1.6322E+00
      2011  1.5583E+00  1.2158E-03 -3.6299E-03  7.7580E-02 -1.6560E-03 -5.7486E-05  1.5653E+00
      2012  1.1559E+00 -9.0252E-04 -9.9507E-04  7.9020E-02 -1.8956E-04  4.5402E-04  1.1649E+00
      2013  1.0610E+00  7.1979E-04 -3.3780E-03  6.8071E-02 -1.4083E-03 -2.3601E-04  1.0688E+00
      2014  7.4374E-01 -1.4432E-03 -1.2416E-03  6.7294E-02 -1.1117E-04  6.0719E-05  7.5414E-01
      2015  6.3705E-01  1.3900E-04 -3.0116E-03  5.5598E-02 -1.0952E-03 -4.5963E-04  6.4572E-01
      2016  4.0587E-01 -2.0236E-03 -1.4774E-03  5.2292E-02 -2.0969E-05 -4.0873E-04  4.1756E-01
      2017  3.0723E-01 -5.0255E-04 -2.5244E-03  3.9976E-02 -7.1843E-04 -7.4978E-04  3.1642E-01
      2018  1.6106E-01 -2.6670E-03 -1.8660E-03  3.3838E-02  1.4311E-04 -1.0784E-03  1.7353E-01
      2019  9.3521E-02 -8.9808E-04 -2.1494E-03  2.0720E-02 -3.6500E-04 -1.1907E-03  1.0162E-01
      2020  2.8588E-02 -3.2445E-03 -2.6891E-03  1.0869E-02 -8.1676E-04 -1.2378E-03  3.6837E-02
      2021  1.5535E-02 -2.6964E-03 -2.3194E-03  4.9311E-03 -1.4943E-03 -4.5287E-04  2.0147E-02
      2051  2.8312E+00  5.1595E-01  5.9865E-01  1.6415E-01 -5.4634E-02  1.7250E-01  2.3140E+00
      2052  2.7774E+00  3.0072E-01  3.7959E-01  2.5993E-01 -2.8632E-02  5.6500E-02  2.4818E+00
      2053  2.6714E+00  2.5207E-02  5.0171E-02  1.6502E-01  8.3546E-03 -1.8112E-02  2.6495E+00
      2054  2.4693E+00 -2.5344E-02 -1.3116E-02  1.3494E-01  1.7743E-02  5.6314E-05  2.4997E+00
      2055  2.2358E+00 -1.9625E-05 -2.2619E-03  1.3586E-01  2.2898E-03 -6.5227E-04  2.2493E+00
      2056  2.0519E+00  1.4844E-03  3.3831E-03  1.3117E-01 -3.0966E-03 -1.5740E-03  2.0620E+00
      2057  1.8270E+00  5.2061E-04 -1.0469E-04  1.3150E-01 -3.0526E-04 -2.7583E-04  1.8410E+00
      2058  1.6444E+00 -8.1653E-04  4.4419E-03  1.2622E-01 -1.3474E-03 -1.1148E-03  1.6571E+00
      2059  1.4292E+00 -6.0786E-06  3.2736E-05  1.2505E-01  2.8595E-05 -3.3613E-04  1.4455E+00
      2060  1.2558E+00 -1.1705E-03  3.6718E-03  1.1809E-01 -1.3228E-03 -1.3238E-03  1.2711E+00
      2061  1.0564E+00 -3.5053E-04 -3.9385E-05  1.1494E-01  4.6794E-05 -4.0108E-04  1.0751E+00
      2062  8.9723E-01 -1.5846E-03  3.0740E-03  1.0619E-01 -1.1299E-03 -1.4334E-03  9.1517E-01
      2063  7.2035E-01 -6.9918E-04 -8.9255E-05  1.0081E-01  8.8115E-05 -4.7679E-04  7.4160E-01
      2064  5.8113E-01 -2.0237E-03  2.2866E-03  9.0129E-02 -8.7879E-04 -1.5520E-03  6.0162E-01
      2065  4.3419E-01 -1.0751E-03 -1.5125E-04  8.2300E-02  1.3326E-04 -5.6921E-04  4.5757E-01
      2066  3.2101E-01 -2.4793E-03  1.3288E-03  6.9635E-02 -5.5931E-04 -1.6710E-03  3.4349E-01
      2067  2.1188E-01 -1.4174E-03 -2.2404E-04  5.9117E-02  1.9584E-04 -6.9403E-04  2.3607E-01
      2068  1.3125E-01 -2.8627E-03  1.5135E-04  4.4439E-02 -1.2422E-04 -1.8571E-03  1.5338E-01
      2069  6.7918E-02 -1.4720E-03 -3.7295E-04  3.1139E-02  1.8249E-04 -8.2499E-04  8.7470E-02
      2070  2.5584E-02 -3.0433E-03 -1.5292E-03  1.5148E-02 -6.1766E-04 -1.5806E-03  3.8412E-02
      2071  1.5026E-02 -2.7877E-03 -8.5955E-04  1.1737E-02 -8.0736E-04 -2.4006E-04  2.6497E-02
      2101  2.4663E-01  3.0914E-02  5.1594E-02 -1.5982E-01 -1.3181E-02  2.0276E-01  4.9294E-01
      2102  8.6549E-02  6.4720E-03  2.8140E-03  6.1480E-02 -3.1523E-02  1.2186E-01  2.5611E-01
      2103  8.1159E-02 -7.0372E-03 -2.0818E-02  1.9238E-01 -7.1584E-03  1.8346E-02  3.4840E-01
      2104  6.9055E-02 -8.5414E-03 -3.1006E-03  1.7236E-01  2.0570E-03 -9.8495E-03  3.0831E-01
      2105  6.5221E-02  3.8552E-03 -1.7523E-03  1.8646E-01 -4.0250E-03  1.8982E-03  3.2940E-01
      2106  6.5676E-02  9.5368E-04 -7.1759E-04  1.6476E-01 -6.7433E-04  3.4311E-03  2.9287E-01
      2107  5.6268E-02 -7.2187E-04 -2.2954E-03  1.8407E-01 -9.5164E-04  4.0520E-03  3.2410E-01
      2108  5.2365E-02 -6.6191E-04 -6.0141E-05  1.5988E-01  2.4969E-04  2.6548E-03  2.8193E-01
      2109  4.3531E-02 -6.7422E-04 -1.8373E-03  1.7518E-01 -7.0327E-04  3.6788E-03  3.0678E-01
      2110  4.0119E-02 -4.8462E-04  4.4719E-05  1.4977E-01  2.9985E-04  2.5356E-03  2.6256E-01
      2111  3.1952E-02 -6.4279E-04 -1.6821E-03  1.6122E-01 -5.5226E-04  3.4205E-03  2.8126E-01
      2112  2.8779E-02 -4.9732E-04  1.1822E-05  1.3498E-01  3.5604E-04  2.2720E-03  2.3561E-01
      2113  2.1626E-02 -5.3641E-04 -1.4480E-03  1.4161E-01 -4.1696E-04  3.0122E-03  2.4637E-01
      2114  1.8815E-02 -4.8770E-04 -5.7690E-06  1.1494E-01  3.9900E-04  1.9238E-03  2.0002E-01
      2115  1.2989E-02 -3.9876E-04 -1.1515E-03  1.1587E-01 -2.5242E-04  2.4765E-03  2.0120E-01
      2116  1.0661E-02 -4.6471E-04 -2.2865E-05  8.9316E-02  4.4943E-04  1.4815E-03  1.5511E-01
      2117  6.4847E-03 -2.0474E-04 -7.7096E-04  8.3657E-02 -1.6317E-05  1.8072E-03  1.4510E-01
      2118  4.8176E-03 -3.9112E-04 -7.5975E-06  5.7823E-02  5.7085E-04  9.3152E-04  1.0030E-01
      2119  2.6019E-03 -7.0164E-05 -2.3140E-04  4.5080E-02  3.6717E-04  1.0259E-03  7.8152E-02
      2120  1.5501E-03 -1.6353E-04 -3.1292E-04  2.1550E-02 -2.1584E-04  4.1588E-04  3.7378E-02
      2121  6.3959E-04 -5.4654E-04 -1.2070E-04  1.6751E-02 -7.4573E-04  4.2057E-04  2.9070E-02
      2151 -2.5897E+00 -4.6584E-01 -4.9464E-01  8.8176E-02 -1.2495E-02 -1.4807E-01  2.1307E+00
      2152 -2.5516E+00 -2.0465E-01 -2.1535E-01  7.2347E-02  4.8052E-03 -7.2945E-04  2.3450E+00
      2153 -2.5026E+00 -2.5567E-02 -4.6784E-02  1.4957E-01 -1.7735E-02  2.6241E-02  2.4807E+00
      2154 -2.2739E+00  8.0334E-03  1.5669E-02  1.3247E-01 -2.6995E-03  7.7510E-03  2.2973E+00
      2155 -2.0954E+00  2.3614E-03  4.0498E-03  1.3179E-01 -7.2017E-04  8.9993E-03  2.1110E+00
      2156 -1.8835E+00 -5.4912E-04  3.7792E-03  1.3227E-01 -6.3179E-04  9.8137E-03  1.8991E+00
      2157 -1.7137E+00 -2.8769E-04 -2.1098E-04  1.3171E-01  1.7257E-04  8.9814E-03  1.7287E+00
      2158 -1.5037E+00 -4.3293E-04  4.0880E-03  1.2838E-01 -1.3919E-03  8.5730E-03  1.5220E+00
      2159 -1.3408E+00 -5.3358E-05 -2.3242E-05  1.2518E-01  1.7900E-04  8.5255E-03  1.3582E+00
      2160 -1.1420E+00 -7.0751E-05  4.0285E-03  1.2036E-01 -1.1205E-03  8.2423E-03  1.1629E+00
      2161 -9.9143E-01  1.7548E-04 -2.3523E-05  1.1507E-01  2.3002E-04  7.9402E-03  1.0114E+00
      2162 -8.0950E-01  3.4843E-04  3.8091E-03  1.0863E-01 -9.8452E-04  7.6062E-03  8.3321E-01
      2163 -6.7643E-01  4.6428E-04  3.5179E-08  1.0091E-01  2.6737E-04  7.1060E-03  6.9898E-01
      2164 -5.1789E-01  8.3314E-04  3.4988E-03  9.2702E-02 -7.8627E-04  6.7252E-03  5.4441E-01
      2165 -4.0795E-01  7.8652E-04  2.9277E-05  8.2359E-02  3.0700E-04  5.9980E-03  4.3268E-01
      2166 -2.7992E-01  1.3690E-03  3.0603E-03  7.2303E-02 -5.3989E-04  5.5770E-03  3.0884E-01
      2167 -1.9910E-01  1.1237E-03  7.3927E-05  5.9176E-02  3.7092E-04  4.6105E-03  2.2461E-01
      2168 -1.0907E-01  1.8989E-03  2.5741E-03  4.7225E-02 -1.8431E-04  4.1497E-03  1.3831E-01
      2169 -6.3342E-02  1.2587E-03  1.8334E-04  3.1492E-02  3.6943E-04  2.8664E-03  8.4292E-02
      2170 -1.8542E-02  2.6213E-03  1.3060E-03  1.7581E-02 -4.2329E-04  2.0547E-03  3.6908E-02
      2171 -1.4028E-02  2.2584E-03  8.2978E-06  1.2077E-02 -2.6980E-04  1.8673E-03  2.6113E-02
      2201 -4.3139E+00 -7.5753E-01 -9.4396E-01  2.8021E-01 -1.1876E-01 -4.4095E-01  3.5890E+00
      2202 -3.5595E+00 -3.0819E-01 -4.2795E-01  1.8121E-01 -3.3391E-02 -1.9479E-01  3.2267E+00
      2203 -3.7936E+00  3.1807E-03 -4.0183E-02  1.0923E-01 -1.6234E-02  2.1363E-02  3.7804E+00
      2204 -3.0417E+00  2.1775E-02  3.5961E-02  9.9092E-02 -8.3146E-03  3.5169E-02  3.0760E+00
      2205 -3.1593E+00 -2.0768E-03  2.1265E-04  9.0031E-02 -7.2164E-04  1.5386E-02  3.1623E+00
      2206 -2.5368E+00 -8.6263E-04 -1.6506E-03  1.0787E-01  1.3674E-03  9.1801E-03  2.5425E+00
      2207 -2.5824E+00 -1.4707E-03 -3.5490E-03  8.9848E-02 -9.3157E-04  1.3838E-02  2.5847E+00
      2208 -2.0282E+00  7.2755E-04  5.7442E-04  1.0322E-01  1.4726E-04  1.0438E-02  2.0368E+00
      2209 -2.0192E+00 -1.2174E-03 -3.4164E-03  8.5260E-02 -8.5790E-04  1.3357E-02  2.0224E+00
      2210 -1.5444E+00  9.4243E-04  5.7004E-04  9.6691E-02  2.9789E-04  9.7481E-03  1.5543E+00
      2211 -1.4915E+00 -9.0413E-04 -3.0922E-03  7.8438E-02 -8.1043E-04  1.2326E-02  1.4959E+00
      2212 -1.0988E+00  1.2565E-03  7.2697E-04  8.7067E-02  3.0497E-04  8.9271E-03  1.1101E+00
      2213 -1.0156E+00 -5.0297E-04 -2.6243E-03  6.8847E-02 -6.9199E-04  1.0930E-02  1.0212E+00
      2214 -7.0685E-01  1.6023E-03  8.7964E-04  7.4057E-02  3.3834E-04  7.7816E-03  7.1974E-01
      2215 -6.0994E-01 -2.7604E-05 -2.0209E-03  5.6268E-02 -5.3749E-04  9.0893E-03  6.1687E-01
      2216 -3.8563E-01  1.9648E-03  1.0362E-03  5.7433E-02  3.6752E-04  6.3077E-03  3.9986E-01
      2217 -2.9419E-01  5.1512E-04 -1.2812E-03  4.0545E-02 -3.4585E-04  6.7950E-03  3.0232E-01
      2218 -1.5303E-01  2.2856E-03  1.2856E-03  3.7016E-02  4.3863E-04  4.4854E-03  1.6775E-01
      2219 -8.9340E-02  9.1406E-04 -4.4747E-04  2.1287E-02 -2.4997E-04  3.8923E-03  9.7107E-02
      2220 -2.7243E-02  3.0017E-03  6.3227E-04  1.2541E-02 -2.0997E-04  1.8108E-03  3.6476E-02
      2221 -1.5094E-02  2.7325E-03 -9.2144E-04  6.0752E-03 -8.1320E-04  1.8693E-03  1.9728E-02
      3001  3.2249E+00  4.5376E-01  5.6976E-01  2.2151E-01 -2.3177E-02 -2.5314E-02  2.7426E+00
      3002  3.6040E+00  3.5582E-01  5.6416E-01  2.4933E-01 -3.0268E-02 -1.1184E-01  3.1850E+00
      3003  2.9516E+00  9.9144E-02  1.4721E-01  1.2663E-01  9.9955E-03 -3.3923E-02  2.8378E+00
      3004  3.1444E+00  8.9578E-04  1.2489E-02  9.7050E-02  1.2073E-02  1.3321E-02  3.1424E+00
      3005  2.5012E+00  1.4674E-03  1.8934E-03  1.1609E-01  2.6487E-03  7.3169E-03  2.5076E+00
      3006  2.6028E+00  1.0913E-03 -2.4453E-03  9.7702E-02 -1.1102E-03  6.7784E-03  2.6090E+00
      3007  2.0385E+00 -7.5066E-05 -7.1764E-04  1.1324E-01 -4.0518E-04  5.6025E-03  2.0483E+00
      3008  2.0816E+00  5.4809E-04 -4.7078E-04  9.3383E-02 -5.6015E-04  7.0200E-03  2.0878E+00
      3009  1.5946E+00 -4.6480E-04 -3.7350E-04  1.0753E-01 -2.0105E-04  5.4084E-03  1.6059E+00
      3010  1.5851E+00  5.1010E-05 -8.5442E-04  8.7683E-02 -6.0670E-04  6.3833E-03  1.5928E+00
      3011  1.1789E+00 -8.0041E-04 -5.2219E-04  9.9091E-02 -2.2441E-04  4.8589E-03  1.1920E+00
      3012  1.1277E+00 -4.6395E-04 -1.0491E-03  7.9192E-02 -5.9009E-04  5.5102E-03  1.1368E+00
      3013  8.0423E-01 -1.1588E-03 -6.3446E-04  8.7182E-02 -2.3015E-04  4.1021E-03  8.1920E-01
      3014  7.2546E-01 -1.0494E-03 -1.2601E-03  6.7648E-02 -5.5606E-04  4.3586E-03  7.3604E-01
      3015  4.8527E-01 -1.5439E-03 -7.4857E-04  7.1515E-02 -2.3199E-04  3.1225E-03  5.0197E-01
      3016  3.9562E-01 -1.6914E-03 -1.4609E-03  5.2840E-02 -5.0858E-04  2.9146E-03  4.0764E-01
      3017  2.3755E-01 -1.9506E-03 -8.9653E-04  5.1892E-02 -2.0218E-04  1.8688E-03  2.5534E-01
      3018  1.5646E-01 -2.4055E-03 -1.8042E-03  3.4643E-02 -3.9279E-04  1.0570E-03  1.6955E-01
      3019  7.7123E-02 -2.2551E-03 -1.2785E-03  2.8005E-02 -4.5746E-04  4.8291E-04  9.2620E-02
      3020  2.6622E-02 -3.1112E-03 -2.7580E-03  1.1947E-02 -1.2386E-03 -6.8529E-04  3.6165E-02
      3021  1.9679E-02 -2.7737E-03 -1.5902E-03  1.3016E-02 -1.1762E-03 -3.1471E-04  3.1490E-02
      3051  2.8458E+00  5.5171E-01  5.7536E-01  1.9370E-01 -1.6087E-02  6.1212E-02  2.3095E+00
      3052  2.6980E+00  2.4103E-01  2.3994E-01  9.5162E-02 -2.4354E-02  2.7214E-02  2.4639E+00
      3053  2.5474E+00  2.7219E-02  6.5906E-02  1.3280E-01  1.1871E-02  1.8218E-03  2.5117E+00
      3054  2.3514E+00 -1.6234E-02  6.1300E-03  1.2300E-01  1.7720E-02  7.3032E-03  2.3664E+00
      3055  2.1681E+00  1.1458E-03 -1.0757E-03  1.3092E-01  2.1279E-03  3.4903E-03  2.1799E+00
      3056  1.9490E+00  2.7799E-03 -1.8942E-03  1.2319E-01  7.3241E-04  4.1189E-03  1.9602E+00
      3057  1.7677E+00 -3.2251E-04 -4.3654E-04  1.2642E-01 -3.6258E-04  3.6043E-03  1.7816E+00
      3058  1.5559E+00  6.6776E-04 -1.1245E-03  1.1876E-01  2.3775E-03  4.0777E-03  1.5697E+00
      3059  1.3825E+00 -7.5564E-04 -3.5760E-04  1.2025E-01 -1.5159E-04  3.3876E-03  1.3987E+00
      3060  1.1819E+00  3.5101E-04 -1.1135E-03  1.1146E-01  2.0959E-03  3.7408E-03  1.1980E+00
      3061  1.0216E+00 -9.9520E-04 -4.2406E-04  1.1068E-01 -1.8206E-04  3.0247E-03  1.0401E+00
      3062  8.3794E-01 -1.1164E-04 -1.2485E-03  1.0076E-01  1.8931E-03  3.1710E-03  8.5661E-01
      3063  6.9630E-01 -1.2362E-03 -4.6215E-04  9.7260E-02 -1.8192E-04  2.5203E-03  7.1723E-01
      3064  5.3626E-01 -6.3302E-04 -1.3762E-03  8.6174E-02  1.6136E-03  2.4315E-03  5.5763E-01
      3065  4.1927E-01 -1.4843E-03 -4.9740E-04  7.9627E-02 -1.7690E-04  1.8685E-03  4.4233E-01
      3066  2.9001E-01 -1.2173E-03 -1.4838E-03  6.7460E-02  1.2600E-03  1.5093E-03  3.1394E-01
      3067  2.0405E-01 -1.7265E-03 -5.2129E-04  5.7565E-02 -1.3532E-04  1.0379E-03  2.2813E-01
      3068  1.1303E-01 -1.8779E-03 -1.6674E-03  4.4463E-02  9.0301E-04  3.0439E-04  1.3825E-01
      3069  6.4595E-02 -1.7858E-03 -7.0915E-04  3.1040E-02 -2.1101E-04  8.6840E-05  8.5010E-02
      3070  1.8945E-02 -2.5907E-03 -2.3269E-03  1.6673E-02 -4.5241E-04 -5.6334E-04  3.5968E-02
      3071  1.3753E-02 -2.8438E-03 -1.2290E-03  1.2505E-02 -1.4285E-03 -3.0031E-04  2.6959E-02
      3101  4.8721E-02  8.3148E-03 -2.3523E-02  1.3030E-01 -1.3270E-02  8.3855E-02  2.7656E-01
      3102  8.7556E-02  2.3349E-02 -5.6415E-02  8.8770E-02  1.2061E-02  8.5801E-02  2.4853E-01
      3103  8.9514E-03  1.9464E-04 -4.5488E-03  1.2860E-01  9.9098E-03  2.5880E-02  2.2816E-01
      3104 -1.2601E-02 -8.7301E-03  1.5069E-02  1.6190E-01  4.9454E-03 -3.7662E-03  2.8181E-01
      3105 -4.7897E-03 -1.7701E-03  4.0684E-03  1.4803E-01  1.4287E-03  4.9074E-04  2.5652E-01
      3106 -1.1742E-03  2.3005E-03  2.6873E-03  1.5940E-01 -1.3732E-03  4.8041E-03  2.7625E-01
      3107 -3.0497E-03  4.1396E-04  5.8343E-04  1.4415E-01 -3.9918E-04  3.1303E-03  2.4976E-01
      3108 -1.4794E-03  5.2268E-04  2.3886E-03  1.5391E-01 -7.1209E-05  3.8892E-03  2.6669E-01
      3109 -2.8768E-03  6.1511E-05  5.6984E-04  1.3707E-01 -5.0119E-06  2.7651E-03  2.3748E-01
      3110 -1.3560E-03  4.8493E-04  2.4249E-03  1.4425E-01 -5.6278E-05  3.7250E-03  2.4996E-01
      3111 -2.6465E-03  4.8750E-05  5.6359E-04  1.2614E-01 -1.9068E-06  2.5604E-03  2.1855E-01
      3112 -1.2336E-03  4.1450E-04  2.1810E-03  1.3007E-01 -3.6206E-05  3.3499E-03  2.2539E-01
      3113 -2.3262E-03  2.5570E-05  4.9861E-04  1.1081E-01  8.8772E-06  2.2431E-03  1.9199E-01
      3114 -1.0539E-03  3.3655E-04  1.8663E-03  1.1084E-01 -1.9617E-05  2.8509E-03  1.9206E-01
      3115 -1.9008E-03 -7.9862E-08  4.1673E-04  9.0682E-02  2.2284E-05  1.8296E-03  1.5711E-01
      3116 -8.1975E-04  2.3409E-04  1.4678E-03  8.6219E-02  1.2143E-05  2.2122E-03  1.4940E-01
      3117 -1.3439E-03 -2.8632E-05  3.3371E-04  6.5488E-02  7.2531E-05  1.3075E-03  1.1346E-01
      3118 -4.9327E-04  6.7117E-05  1.0381E-03  5.6011E-02  1.4843E-04  1.4142E-03  9.7055E-02
      3119 -6.9497E-04 -7.7058E-05  1.2678E-04  3.5387E-02 -1.5621E-04  7.5913E-04  6.1312E-02
      3120 -2.0364E-04 -1.2346E-04  9.2159E-05  2.1230E-02 -6.7339E-04  7.1005E-04  3.6811E-02
      3121 -4.7379E-04  7.8935E-05 -2.0852E-04  1.7084E-02 -9.8838E-04  5.6080E-04  2.9660E-02
      3151 -2.8114E+00 -5.2939E-01 -5.7992E-01  1.7950E-01 -2.2569E-02 -8.6782E-03  2.2789E+00
      3152 -2.7634E+00 -2.9796E-01 -4.3269E-01  2.7464E-01 -2.2072E-02 -1.5299E-02  2.4480E+00
      3153 -2.5347E+00 -2.3019E-02 -6.1677E-02  1.5999E-01  3.8164E-03  2.2789E-02  2.5082E+00
      3154 -2.3947E+00  1.2594E-02  2.2477E-02  1.1945E-01  5.0925E-04  1.0190E-02  2.4211E+00
      3155 -2.1755E+00  1.0360E-03  5.3138E-03  1.2709E-01 -1.0656E-03  4.8393E-03  2.1898E+00
      3156 -1.9862E+00  1.8795E-03 -6.7841E-05  1.2256E-01  2.5325E-03  6.7688E-03  1.9984E+00
      3157 -1.7720E+00  6.0456E-05 -3.3756E-04  1.2678E-01 -1.3310E-04  5.5456E-03  1.7855E+00
      3158 -1.5916E+00  1.7594E-03 -4.0591E-04  1.1829E-01  2.1851E-03  6.2657E-03  1.6054E+00
      3159 -1.3868E+00  2.3602E-04 -8.7001E-05  1.2049E-01 -1.0180E-04  5.2784E-03  1.4025E+00
      3160 -1.2153E+00  1.9502E-03 -1.0909E-04  1.1073E-01  2.1679E-03  6.0735E-03  1.2313E+00
      3161 -1.0255E+00  4.8532E-04 -1.0444E-06  1.1094E-01 -4.7028E-05  4.9640E-03  1.0436E+00
      3162 -8.6808E-01  2.1755E-03  1.7985E-04  9.9625E-02  1.9756E-03  5.6791E-03  8.8628E-01
      3163 -6.9973E-01  7.7161E-04  1.0596E-04  9.7497E-02  1.1483E-06  4.5022E-03  7.2029E-01
      3164 -5.6196E-01  2.3800E-03  5.0609E-04  8.4615E-02  1.7228E-03  5.1165E-03  5.8224E-01
      3165 -4.2207E-01  1.0801E-03  2.2633E-04  7.9839E-02  5.5865E-05  3.8849E-03  4.4482E-01
      3166 -3.1003E-01  2.5612E-03  8.8351E-04  6.5437E-02  1.3938E-03  4.3764E-03  3.3181E-01
      3167 -2.0604E-01  1.3927E-03  3.8748E-04  5.7738E-02  1.3700E-04  3.1170E-03  2.2989E-01
      3168 -1.2605E-01  2.6309E-03  1.4308E-03  4.1944E-02  1.0543E-03  3.4857E-03  1.4739E-01
      3169 -6.5739E-02  1.4152E-03  5.6229E-04  3.1041E-02  5.4219E-05  2.1763E-03  8.5779E-02
      3170 -2.3750E-02  2.8308E-03  1.5005E-03  1.4443E-02 -4.0474E-04  2.2779E-03  3.6260E-02
      3171 -1.5096E-02  2.3836E-03  2.4702E-04  1.2455E-02 -8.7155E-04  1.2115E-03  2.7291E-02
      3201 -3.1855E+00 -4.1879E-01 -5.0393E-01  1.8035E-01 -2.7980E-02 -1.0173E-01  2.7490E+00
      3202 -3.7812E+00 -3.7173E-01 -5.1323E-01  2.7253E-01 -4.3464E-02 -5.5398E-02  3.3763E+00
      3203 -2.9731E+00 -9.8999E-02 -1.5016E-01  1.7290E-01 -1.1037E-02  6.3372E-03  2.8646E+00
      3204 -3.1270E+00  1.5177E-02  2.7710E-02  9.3588E-02 -1.2022E-03  1.9424E-02  3.1528E+00
      3205 -2.5037E+00  4.0966E-03  9.1717E-03  1.1391E-01 -4.9149E-04  9.5708E-03  2.5181E+00
      3206 -2.6013E+00  1.6580E-03  7.5012E-04  9.6843E-02 -1.9141E-04  1.0036E-02  2.6079E+00
      3207 -2.0434E+00  6.2660E-04  1.6235E-04  1.1341E-01 -7.7586E-05  7.8912E-03  2.0532E+00
      3208 -2.0794E+00  1.7244E-03  3.1294E-05  9.3547E-02 -5.1133E-04  9.8561E-03  2.0866E+00
      3209 -1.5993E+00  7.8471E-04  1.0683E-04  1.0780E-01 -1.0426E-04  7.5402E-03  1.6107E+00
      3210 -1.5831E+00  1.9920E-03  3.1733E-04  8.7647E-02 -3.7422E-04  9.4436E-03  1.5916E+00
      3211 -1.1832E+00  1.0548E-03  2.6055E-04  9.9148E-02 -4.0827E-05  7.0747E-03  1.1963E+00
      3212 -1.1260E+00  2.2913E-03  6.0795E-04  7.8963E-02 -2.8634E-04  8.7797E-03  1.1358E+00
      3213 -8.0807E-01  1.3592E-03  4.2487E-04  8.7004E-02  1.3573E-05  6.3914E-03  8.2295E-01
      3214 -7.2396E-01  2.5781E-03  9.2306E-04  6.7201E-02 -1.5565E-04  7.8356E-03  7.3511E-01
      3215 -4.8843E-01  1.6758E-03  6.0298E-04  7.1078E-02  8.0901E-05  5.4783E-03  5.0491E-01
      3216 -3.9446E-01  2.8465E-03  1.2603E-03  5.2155E-02 -3.5613E-06  6.5972E-03  4.0684E-01
      3217 -2.3989E-01  1.9794E-03  8.3023E-04  5.1162E-02  1.7726E-04  4.3292E-03  2.5716E-01
      3218 -1.5580E-01  3.0397E-03  1.7562E-03  3.3664E-02  2.0529E-04  5.0632E-03  1.6883E-01
      3219 -7.8630E-02  2.2179E-03  8.7826E-04  2.7071E-02  2.5939E-05  2.8067E-03  9.3016E-02
      3220 -2.7119E-02  3.4925E-03  1.1769E-03  1.0885E-02 -5.1631E-04  2.7797E-03  3.5369E-02
      3221 -2.1107E-02  2.9380E-03  7.1198E-04  1.1670E-02 -6.9393E-04  1.9956E-03  3.0847E-02
      4001  4.2298E+00  8.6880E-01  1.2492E+00  4.4904E-01 -3.0202E-02 -3.0991E-01  3.3254E+00
      4002  3.5670E+00  3.4124E-01  4.4456E-01  1.4387E-01  4.1679E-03 -1.5266E-01  3.1961E+00
      4003  3.7214E+00 -3.8935E-03  3.2874E-02  4.7860E-02  1.5045E-02 -1.0787E-02  3.7081E+00
      4004  3.0656E+00  2.4869E-03  1.2170E-02  1.0484E-01  7.4490E-03  1.5509E-02  3.0638E+00
      4005  3.1659E+00 -6.5181E-04 -5.6013E-03  9.4773E-02 -6.3535E-04  1.4815E-02  3.1734E+00
      4006  2.5370E+00 -2.0334E-04 -1.5267E-03  1.0672E-01 -3.3539E-04  8.1814E-03  2.5447E+00
      4007  2.5788E+00 -2.0207E-03 -3.7791E-03  8.8562E-02 -1.0280E-03  1.1630E-02  2.5863E+00
      4008  2.0284E+00 -3.9891E-04  7.5624E-05  1.0195E-01  1.0566E-04  8.4751E-03  2.0363E+00
      4009  2.0160E+00 -2.1195E-03 -3.7217E-03  8.4500E-02 -9.6279E-04  1.1241E-02  2.0243E+00
      4010  1.5446E+00 -7.4729E-04 -1.9151E-04  9.5807E-02  5.6563E-05  7.8759E-03  1.5540E+00
      4011  1.4886E+00 -2.2057E-03 -3.5020E-03  7.7939E-02 -9.0585E-04  1.0319E-02  1.4976E+00
      4012  1.0989E+00 -1.1132E-03 -3.5349E-04  8.6558E-02 -7.0177E-07  7.0093E-03  1.1099E+00
      4013  1.0130E+00 -2.2612E-03 -3.1649E-03  6.8656E-02 -8.1427E-04  9.0088E-03  1.0228E+00
      4014  7.0693E-01 -1.5157E-03 -5.3851E-04  7.3966E-02 -6.5586E-05  5.8384E-03  7.1952E-01
      4015  6.0769E-01 -2.2728E-03 -2.7101E-03  5.6416E-02 -6.9661E-04  7.2786E-03  6.1809E-01
      4016  3.8564E-01 -1.9438E-03 -7.3938E-04  5.7798E-02 -1.4529E-04  4.3422E-03  3.9980E-01
      4017  2.9242E-01 -2.2211E-03 -2.1334E-03  4.1061E-02 -5.5344E-04  5.0820E-03  3.0319E-01
      4018  1.5268E-01 -2.3378E-03 -9.3794E-04  3.7992E-02 -1.6926E-04  2.4433E-03  1.6782E-01
