 
********************************
*RESULT OF EIGEN VALUE ANALYSIS*
********************************
 
 NUMBER OF ITERATIONS = 19
 
   NO.   EIGENVALUE    ANGL.FREQUENCY FREQUENCY(HZ)
   ---   ----------    -------------- -------------
    1   0.513275E+09   0.226556E+05   0.360575E+04
    2   0.513275E+09   0.226556E+05   0.360575E+04
    3   0.181452E+11   0.134704E+06   0.214388E+05


 Mode No.     1

 #### DISPLACEMENT 3D
    NODE     X-DISP      Y-DISP      Z-DISP
---------+-----------+-----------+------------
      1116 -5.1856E-02 -4.2580E-05  3.3190E-04  9.4717E-02  3.1598E-04 -1.2853E-02  1.7353E-01
      1117 -3.6385E-02 -4.7454E-05  3.7766E-04  7.8191E-02  3.5832E-04 -1.0611E-02  1.4148E-01
      1118 -2.0913E-02 -5.2328E-05  4.2342E-04  6.1665E-02  4.0065E-04 -8.3681E-03  1.0984E-01
      1119 -1.2489E-02 -4.8847E-05  4.5497E-04  4.2026E-02  4.3516E-04 -5.7031E-03  7.4553E-02
      1120 -4.0651E-03 -4.5365E-05  4.8652E-04  2.2387E-02  4.6966E-04 -3.0380E-03  3.9377E-02
      1121 -4.0651E-03 -4.5365E-05  4.8652E-04  2.2387E-02  4.6966E-04 -3.0380E-03  3.9377E-02
      1151 -3.9940E+00 -3.5839E-01 -3.9996E-01  1.7589E-01 -2.4746E-02 -9.1012E-02  3.6315E+00
      1153 -3.7110E+00 -1.9540E-01 -2.1484E-01  1.7644E-01 -1.1821E-02 -5.7771E-02  3.5207E+00
      1155 -3.1243E+00 -1.7172E-02 -1.4813E-02  1.7552E-01  5.0174E-04 -2.1801E-02  3.1233E+00
      1157 -2.5408E+00 -9.1978E-04 -2.5531E-04  1.7098E-01  1.2494E-05 -1.8681E-02  2.5576E+00
      1159 -1.9915E+00  5.9044E-04 -2.4573E-04  1.6270E-01  1.3686E-04 -1.7710E-02  2.0117E+00
      1161 -1.4746E+00  1.2637E-03  4.7097E-05  1.4979E-01  1.8443E-04 -1.6293E-02  1.4981E+00
      1163 -1.0092E+00  1.6868E-03 -3.0616E-06  1.3164E-01  2.5328E-04 -1.4314E-02  1.0357E+00
      1165 -6.1264E-01  2.1713E-03  1.8156E-05  1.0777E-01  3.2254E-04 -1.1709E-02  6.4181E-01
      1167 -3.0451E-01  2.7355E-03  2.7969E-05  7.7898E-02  4.0694E-04 -8.4490E-03  3.3465E-01
      1169 -1.0452E-01  3.3039E-03  9.5018E-05  4.1878E-02  4.9421E-04 -4.6127E-03  1.2891E-01
      1171 -3.4021E-02  3.5399E-03  1.5223E-04  2.2325E-02  5.3340E-04 -2.5743E-03  5.3018E-02
      1201 -3.9940E+00 -3.5839E-01 -3.9996E-01  1.7589E-01 -2.4746E-02 -9.1012E-02  3.6315E+00
      1202 -3.9940E+00 -3.5839E-01 -3.9996E-01  1.7589E-01 -2.4746E-02 -9.1012E-02  3.6315E+00
      1203 -3.7110E+00 -1.9540E-01 -2.1484E-01  1.7644E-01 -1.1821E-02 -5.7771E-02  3.5207E+00
      1204 -3.4280E+00 -3.2417E-02 -2.9726E-02  1.7699E-01  1.1037E-03 -2.4530E-02  3.4110E+00
      1205 -3.1243E+00 -1.7172E-02 -1.4813E-02  1.7552E-01  5.0174E-04 -2.1801E-02  3.1233E+00
      1206 -2.8205E+00 -1.9272E-03  9.9353E-05  1.7405E-01 -1.0021E-04 -1.9071E-02  2.8359E+00
      1207 -2.5408E+00 -9.1978E-04 -2.5531E-04  1.7098E-01  1.2494E-05 -1.8681E-02  2.5576E+00
      1208 -2.2610E+00  8.7635E-05 -6.0997E-04  1.6792E-01  1.2520E-04 -1.8291E-02  2.2796E+00
      1209 -1.9915E+00  5.9044E-04 -2.4573E-04  1.6270E-01  1.3686E-04 -1.7710E-02  2.0117E+00
      1210 -1.7220E+00  1.0932E-03  1.1850E-04  1.5749E-01  1.4853E-04 -1.7129E-02  1.7444E+00
      1211 -1.4746E+00  1.2637E-03  4.7097E-05  1.4979E-01  1.8443E-04 -1.6293E-02  1.4981E+00
      1212 -1.2271E+00  1.4341E-03 -2.4308E-05  1.4210E-01  2.2033E-04 -1.5457E-02  1.2525E+00
      1213 -1.0092E+00  1.6868E-03 -3.0616E-06  1.3164E-01  2.5328E-04 -1.4314E-02  1.0357E+00
      1214 -7.9129E-01  1.9395E-03  1.8185E-05  1.2117E-01  2.8622E-04 -1.3171E-02  8.1992E-01
      1215 -6.1264E-01  2.1713E-03  1.8156E-05  1.0777E-01  3.2254E-04 -1.1709E-02  6.4181E-01
      1216 -4.3399E-01  2.4032E-03  1.8128E-05  9.4363E-02  3.5886E-04 -1.0247E-02  4.6522E-01
      1217 -3.0451E-01  2.7355E-03  2.7969E-05  7.7898E-02  4.0694E-04 -8.4490E-03  3.3465E-01
      1218 -1.7503E-01  3.0679E-03  3.7810E-05  6.1432E-02  4.5502E-04 -6.6511E-03  2.0650E-01
      1219 -1.0452E-01  3.3039E-03  9.5018E-05  4.1878E-02  4.9421E-04 -4.6127E-03  1.2891E-01
      1220 -3.4021E-02  3.5399E-03  1.5223E-04  2.2325E-02  5.3340E-04 -2.5743E-03  5.3018E-02
      1221 -3.4021E-02  3.5399E-03  1.5223E-04  2.2325E-02  5.3340E-04 -2.5743E-03  5.3018E-02
      2001  3.0395E+00  2.6125E-01  3.1588E-01  1.5732E-01 -1.8832E-02  4.5794E-02  2.7662E+00
      2003  2.8242E+00  1.4333E-01  1.6888E-01  1.6709E-01 -8.9962E-03  1.1154E-02  2.6839E+00
      2005  2.3776E+00  1.3721E-02  1.0621E-02  1.7608E-01  3.8184E-04 -2.5913E-02  2.3855E+00
      2007  1.9336E+00  8.8370E-04  1.0572E-05  1.7224E-01  9.5080E-06 -2.7895E-02  1.9566E+00
      2009  1.5156E+00 -6.8054E-04  4.1821E-04  1.6391E-01  1.0416E-04 -2.6612E-02  1.5428E+00
      2011  1.1222E+00 -1.2981E-03  3.0054E-04  1.5091E-01  1.4036E-04 -2.4512E-02  1.1535E+00
      2013  7.6802E-01 -1.7509E-03  4.6957E-04  1.3262E-01  1.9275E-04 -2.1546E-02  8.0311E-01
      2015  4.6623E-01 -2.2478E-03  5.8153E-04  1.0858E-01  2.4546E-04 -1.7650E-02  5.0444E-01
      2017  2.3174E-01 -2.8305E-03  7.2735E-04  7.8485E-02  3.0969E-04 -1.2772E-02  2.7050E-01
      2019  7.9545E-02 -3.4016E-03  8.1492E-04  4.2174E-02  3.7611E-04 -6.7935E-03  1.0965E-01
      2021  2.5891E-02 -3.6306E-03  8.2082E-04  2.2450E-02  4.0593E-04 -3.5018E-03  4.8055E-02
      2101 -4.7723E-01 -4.8570E-02 -4.2043E-02  1.6661E-01 -2.1789E-02 -2.2609E-02  5.2232E-01
      2103 -4.4342E-01 -2.6036E-02 -2.2984E-02  1.7176E-01 -1.0409E-02 -2.3309E-02  5.1571E-01
      2105 -3.7331E-01 -1.7257E-03 -2.0961E-03  1.7580E-01  4.4179E-04 -2.3857E-02  4.8204E-01
      2107 -3.0359E-01 -1.8040E-05 -1.2237E-04  1.7161E-01  1.1001E-05 -2.3288E-02  4.2673E-01
      2109 -2.3796E-01 -4.5049E-05  8.6237E-05  1.6331E-01  1.2051E-04 -2.2161E-02  3.7164E-01
      2111 -1.7619E-01 -1.7196E-05  1.7382E-04  1.5035E-01  1.6239E-04 -2.0403E-02  3.1644E-01
      2113 -1.2059E-01 -3.2069E-05  2.3325E-04  1.3213E-01  2.2301E-04 -1.7930E-02  2.6058E-01
      2115 -7.3203E-02 -3.8226E-05  2.9984E-04  1.0817E-01  2.8400E-04 -1.4679E-02  2.0280E-01
      2117 -3.6385E-02 -4.7454E-05  3.7766E-04  7.8191E-02  3.5832E-04 -1.0611E-02  1.4148E-01
      2119 -1.2489E-02 -4.8847E-05  4.5497E-04  4.2026E-02  4.3516E-04 -5.7031E-03  7.4553E-02
      2121 -4.0651E-03 -4.5365E-05  4.8652E-04  2.2387E-02  4.6966E-04 -3.0380E-03  3.9377E-02
      2201 -3.9940E+00 -3.5839E-01 -3.9996E-01  1.7589E-01 -2.4746E-02 -9.1012E-02  3.6315E+00
      2203 -3.7110E+00 -1.9540E-01 -2.1484E-01  1.7644E-01 -1.1821E-02 -5.7771E-02  3.5207E+00
      2205 -3.1243E+00 -1.7172E-02 -1.4813E-02  1.7552E-01  5.0174E-04 -2.1801E-02  3.1233E+00
      2207 -2.5408E+00 -9.1978E-04 -2.5531E-04  1.7098E-01  1.2494E-05 -1.8681E-02  2.5576E+00
      2209 -1.9915E+00  5.9044E-04 -2.4573E-04  1.6270E-01  1.3686E-04 -1.7710E-02  2.0117E+00
      2211 -1.4746E+00  1.2637E-03  4.7097E-05  1.4979E-01  1.8443E-04 -1.6293E-02  1.4981E+00
      2213 -1.0092E+00  1.6868E-03 -3.0616E-06  1.3164E-01  2.5328E-04 -1.4314E-02  1.0357E+00
      2215 -6.1264E-01  2.1713E-03  1.8156E-05  1.0777E-01  3.2254E-04 -1.1709E-02  6.4181E-01
      2217 -3.0451E-01  2.7355E-03  2.7969E-05  7.7898E-02  4.0694E-04 -8.4490E-03  3.3465E-01
      2219 -1.0452E-01  3.3039E-03  9.5018E-05  4.1878E-02  4.9421E-04 -4.6127E-03  1.2891E-01
      2221 -3.4021E-02  3.5399E-03  1.5223E-04  2.2325E-02  5.3340E-04 -2.5743E-03  5.3018E-02
      3001  3.5168E+00  3.0982E-01  3.5792E-01  1.6661E-01  2.9568E-03 -2.2609E-02  3.1965E+00
      3002  3.5168E+00  3.0982E-01  3.5792E-01  1.6661E-01  2.9568E-03 -2.2609E-02  3.1965E+00
      3003  3.2676E+00  1.6937E-01  1.9186E-01  1.7176E-01  1.4125E-03 -2.3309E-02  3.1016E+00
      3004  3.0184E+00  2.8916E-02  2.5802E-02  1.7692E-01 -1.3188E-04 -2.4009E-02  3.0070E+00
      3005  2.7510E+00  1.5447E-02  1.2717E-02  1.7580E-01 -5.9952E-05 -2.3857E-02  2.7541E+00
      3006  2.4835E+00  1.9771E-03 -3.6765E-04  1.7468E-01  1.1974E-05 -2.3705E-02  2.5014E+00
      3007  2.2372E+00  9.0174E-04  1.3294E-04  1.7161E-01 -1.4929E-06 -2.3288E-02  2.2567E+00
      3008  1.9908E+00 -1.7361E-04  6.3353E-04  1.6854E-01 -1.4960E-05 -2.2871E-02  2.0123E+00
      3009  1.7535E+00 -6.3549E-04  3.3197E-04  1.6331E-01 -1.6353E-05 -2.2161E-02  1.7768E+00
      3010  1.5163E+00 -1.0974E-03  3.0414E-05  1.5807E-01 -1.7747E-05 -2.1451E-02  1.5418E+00
      3011  1.2984E+00 -1.2809E-03  1.2672E-04  1.5035E-01 -2.2037E-05 -2.0403E-02  1.3253E+00
      3012  1.0805E+00 -1.4644E-03  2.2303E-04  1.4263E-01 -2.6327E-05 -1.9355E-02  1.1095E+00
      3013  8.8860E-01 -1.7189E-03  2.3632E-04  1.3213E-01 -3.0263E-05 -1.7930E-02  9.1884E-01
      3014  6.9674E-01 -1.9734E-03  2.4960E-04  1.2163E-01 -3.4200E-05 -1.6505E-02  7.2928E-01
      3015  5.3944E-01 -2.2096E-03  2.8169E-04  1.0817E-01 -3.8539E-05 -1.4679E-02  5.7253E-01
      3016  3.8213E-01 -2.4458E-03  3.1377E-04  9.4717E-02 -4.2879E-05 -1.2853E-02  4.1744E-01
      3017  2.6812E-01 -2.7830E-03  3.4969E-04  7.8191E-02 -4.8625E-05 -1.0611E-02  3.0204E-01
      3018  1.5411E-01 -3.1202E-03  3.8561E-04  6.1665E-02 -5.4370E-05 -8.3681E-03  1.8921E-01
      3019  9.2034E-02 -3.3527E-03  3.5995E-04  4.2026E-02 -5.9052E-05 -5.7031E-03  1.1897E-01
      3020  2.9956E-02 -3.5852E-03  3.3430E-04  2.2387E-02 -6.3734E-05 -3.0380E-03  5.0400E-02
      3021  2.9956E-02 -3.5852E-03  3.3430E-04  2.2387E-02 -6.3734E-05 -3.0380E-03  5.0400E-02
      3051  3.5168E+00  3.0982E-01  3.5792E-01  1.6661E-01  2.9568E-03 -2.2609E-02  3.1965E+00
      3053  3.2676E+00  1.6937E-01  1.9186E-01  1.7176E-01  1.4125E-03 -2.3309E-02  3.1016E+00
      3055  2.7510E+00  1.5447E-02  1.2717E-02  1.7580E-01 -5.9952E-05 -2.3857E-02  2.7541E+00
      3057  2.2372E+00  9.0174E-04  1.3294E-04  1.7161E-01 -1.4929E-06 -2.3288E-02  2.2567E+00
      3059  1.7535E+00 -6.3549E-04  3.3197E-04  1.6331E-01 -1.6353E-05 -2.2161E-02  1.7768E+00
      3061  1.2984E+00 -1.2809E-03  1.2672E-04  1.5035E-01 -2.2037E-05 -2.0403E-02  1.3253E+00
      3063  8.8860E-01 -1.7189E-03  2.3632E-04  1.3213E-01 -3.0263E-05 -1.7930E-02  9.1884E-01
      3065  5.3944E-01 -2.2096E-03  2.8169E-04  1.0817E-01 -3.8539E-05 -1.4679E-02  5.7253E-01
      3067  2.6812E-01 -2.7830E-03  3.4969E-04  7.8191E-02 -4.8625E-05 -1.0611E-02  3.0204E-01
      3069  9.2034E-02 -3.3527E-03  3.5995E-04  4.2026E-02 -5.9052E-05 -5.7031E-03  1.1897E-01
      3071  2.9956E-02 -3.5852E-03  3.3430E-04  2.2387E-02 -6.3734E-05 -3.0380E-03  5.0400E-02
      3101 -2.0159E-11 -1.3166E-10 -1.6136E-10  1.6661E-01 -1.2363E-11 -2.2609E-02  2.9122E-01
      3102 -2.0159E-11 -1.3166E-10 -1.6136E-10  1.6661E-01 -1.2363E-11 -2.2609E-02  2.9122E-01
      3103 -4.0482E-12 -9.4350E-11 -1.4861E-10  1.7176E-01 -1.2561E-11 -2.3309E-02  3.0023E-01
      3104  1.2063E-11 -5.7043E-11 -1.3587E-10  1.7692E-01 -1.2759E-11 -2.4009E-02  3.0925E-01
      3105  2.1652E-11 -7.0780E-11 -1.3848E-10  1.7580E-01 -3.6274E-11 -2.3857E-02  3.0729E-01
      3106  3.1241E-11 -8.4517E-11 -1.4110E-10  1.7468E-01 -5.9789E-11 -2.3705E-02  3.0533E-01
      3107 -1.8026E-12 -5.5127E-11 -1.0580E-10  1.7161E-01 -3.5502E-11 -2.3288E-02  2.9996E-01
      3108 -3.4846E-11 -2.5737E-11 -7.0508E-11  1.6854E-01 -1.1215E-11 -2.2871E-02  2.9460E-01
      3109 -1.6646E-11 -2.8965E-11 -5.0009E-11  1.6331E-01 -1.6642E-11 -2.2161E-02  2.8545E-01
      3110  1.5547E-12 -3.2192E-11 -2.9511E-11  1.5807E-01 -2.2070E-11 -2.1451E-02  2.7630E-01
      3111 -2.7750E-11 -4.3592E-11 -5.9212E-11  1.5035E-01 -1.1378E-11 -2.0403E-02  2.6280E-01
      3112 -5.7056E-11 -5.4992E-11 -8.8913E-11  1.4263E-01 -6.8537E-13 -1.9355E-02  2.4930E-01
      3113 -5.5265E-11 -7.5759E-11 -8.1485E-11  1.3213E-01 -1.2475E-11 -1.7930E-02  2.3095E-01
      3114 -5.3474E-11 -9.6526E-11 -7.4057E-11  1.2163E-01 -2.4265E-11 -1.6505E-02  2.1260E-01
      3115 -8.8576E-11 -9.9118E-11 -1.1412E-10  1.0817E-01 -2.2646E-11 -1.4679E-02  1.8908E-01
      3116 -1.2368E-10 -1.0171E-10 -1.5419E-10  9.4717E-02 -2.1027E-11 -1.2853E-02  1.6556E-01
      3117 -6.8264E-11 -4.7998E-11 -1.0965E-10  7.8191E-02 -2.2258E-11 -1.0611E-02  1.3667E-01
      3118 -1.2852E-11  5.7143E-12 -6.5108E-11  6.1665E-02 -2.3488E-11 -8.3681E-03  1.0779E-01
      3119 -7.0942E-11 -4.2941E-11 -1.0727E-10  4.2026E-02 -1.5800E-11 -5.7031E-03  7.3459E-02
      3120 -1.2903E-10 -9.1597E-11 -1.4944E-10  2.2387E-02 -8.1119E-12 -3.0380E-03  3.9132E-02
      3121 -1.2903E-10 -9.1597E-11 -1.4944E-10  2.2387E-02 -8.1119E-12 -3.0380E-03  3.9132E-02
      3151 -3.5168E+00 -3.0982E-01 -3.5792E-01  1.6661E-01 -2.9568E-03 -2.2609E-02  3.1965E+00
      3153 -3.2676E+00 -1.6937E-01 -1.9186E-01  1.7176E-01 -1.4125E-03 -2.3309E-02  3.1016E+00
      3155 -2.7510E+00 -1.5447E-02 -1.2717E-02  1.7580E-01  5.9952E-05 -2.3857E-02  2.7541E+00
      3157 -2.2372E+00 -9.0174E-04 -1.3294E-04  1.7161E-01  1.4928E-06 -2.3288E-02  2.2567E+00
      3159 -1.7535E+00  6.3549E-04 -3.3197E-04  1.6331E-01  1.6353E-05 -2.2161E-02  1.7768E+00
      3161 -1.2984E+00  1.2809E-03 -1.2672E-04  1.5035E-01  2.2037E-05 -2.0403E-02  1.3253E+00
      3163 -8.8860E-01  1.7189E-03 -2.3632E-04  1.3213E-01  3.0263E-05 -1.7930E-02  9.1884E-01
      3165 -5.3944E-01  2.2096E-03 -2.8169E-04  1.0817E-01  3.8539E-05 -1.4679E-02  5.7253E-01
      3167 -2.6812E-01  2.7830E-03 -3.4969E-04  7.8191E-02  4.8624E-05 -1.0611E-02  3.0204E-01
      3169 -9.2034E-02  3.3527E-03 -3.5995E-04  4.2026E-02  5.9052E-05 -5.7031E-03  1.1897E-01
      3171 -2.9956E-02  3.5852E-03 -3.3430E-04  2.2387E-02  6.3734E-05 -3.0380E-03  5.0400E-02
      3201 -3.5168E+00 -3.0982E-01 -3.5792E-01  1.6661E-01 -2.9568E-03 -2.2609E-02  3.1965E+00
      3202 -3.5168E+00 -3.0982E-01 -3.5792E-01  1.6661E-01 -2.9568E-03 -2.2609E-02  3.1965E+00
      3203 -3.2676E+00 -1.6937E-01 -1.9186E-01  1.7176E-01 -1.4125E-03 -2.3309E-02  3.1016E+00
      3204 -3.0184E+00 -2.8916E-02 -2.5802E-02  1.7692E-01  1.3188E-04 -2.4009E-02  3.0070E+00
      3205 -2.7510E+00 -1.5447E-02 -1.2717E-02  1.7580E-01  5.9952E-05 -2.3857E-02  2.7541E+00
      3206 -2.4835E+00 -1.9771E-03  3.6765E-04  1.7468E-01 -1.1974E-05 -2.3705E-02  2.5014E+00
      3207 -2.2372E+00 -9.0174E-04 -1.3294E-04  1.7161E-01  1.4928E-06 -2.3288E-02  2.2567E+00
      3208 -1.9908E+00  1.7361E-04 -6.3353E-04  1.6854E-01  1.4960E-05 -2.2871E-02  2.0123E+00
      3209 -1.7535E+00  6.3549E-04 -3.3197E-04  1.6331E-01  1.6353E-05 -2.2161E-02  1.7768E+00
      3210 -1.5163E+00  1.0974E-03 -3.0414E-05  1.5807E-01  1.7747E-05 -2.1451E-02  1.5418E+00
      3211 -1.2984E+00  1.2809E-03 -1.2672E-04  1.5035E-01  2.2037E-05 -2.0403E-02  1.3253E+00
      3212 -1.0805E+00  1.4644E-03 -2.2303E-04  1.4263E-01  2.6327E-05 -1.9355E-02  1.1095E+00
      3213 -8.8860E-01  1.7189E-03 -2.3632E-04  1.3213E-01  3.0263E-05 -1.7930E-02  9.1884E-01
      3214 -6.9674E-01  1.9734E-03 -2.4960E-04  1.2163E-01  3.4200E-05 -1.6505E-02  7.2928E-01
      3215 -5.3944E-01  2.2096E-03 -2.8169E-04  1.0817E-01  3.8539E-05 -1.4679E-02  5.7253E-01
      3216 -3.8213E-01  2.4458E-03 -3.1377E-04  9.4717E-02  4.2879E-05 -1.2853E-02  4.1744E-01
      3217 -2.6812E-01  2.7830E-03 -3.4969E-04  7.8191E-02  4.8624E-05 -1.0611E-02  3.0204E-01
      3218 -1.5411E-01  3.1202E-03 -3.8561E-04  6.1665E-02  5.4370E-05 -8.3681E-03  1.8921E-01
      3219 -9.2034E-02  3.3527E-03 -3.5995E-04  4.2026E-02  5.9052E-05 -5.7031E-03  1.1897E-01
      3220 -2.9956E-02  3.5852E-03 -3.3430E-04  2.2387E-02  6.3734E-05 -3.0380E-03  5.0400E-02
      3221 -2.9956E-02  3.5852E-03 -3.3430E-04  2.2387E-02  6.3734E-05 -3.0380E-03  5.0400E-02
      4001  3.9940E+00  3.5839E-01  3.9996E-01  1.7589E-01  2.4746E-02 -9.1012E-02  3.6315E+00
      4003  3.7110E+00  1.9540E-01  2.1484E-01  1.7644E-01  1.1821E-02 -5.7771E-02  3.5207E+00
      4005  3.1243E+00  1.7172E-02  1.4813E-02  1.7552E-01 -5.0174E-04 -2.1801E-02  3.1233E+00
      4007  2.5408E+00  9.1978E-04  2.5531E-04  1.7098E-01 -1.2494E-05 -1.8681E-02  2.5576E+00
      4009  1.9915E+00 -5.9044E-04  2.4574E-04  1.6270E-01 -1.3686E-04 -1.7710E-02  2.0117E+00
      4011  1.4746E+00 -1.2637E-03 -4.7097E-05  1.4979E-01 -1.8443E-04 -1.6293E-02  1.4981E+00
      4013  1.0092E+00 -1.6868E-03  3.0617E-06  1.3164E-01 -2.5328E-04 -1.4314E-02  1.0357E+00
      4015  6.1264E-01 -2.1713E-03 -1.8156E-05  1.0777E-01 -3.2254E-04 -1.1709E-02  6.4181E-01
      4017  3.0451E-01 -2.7355E-03 -2.7969E-05  7.7898E-02 -4.0694E-04 -8.4490E-03  3.3465E-01
      4019  1.0452E-01 -3.3039E-03 -9.5018E-05  4.1878E-02 -4.9421E-04 -4.6127E-03  1.2891E-01
      4021  3.4021E-02 -3.5399E-03 -1.5223E-04  2.2325E-02 -5.3340E-04 -2.5743E-03  5.3018E-02
      4101  4.7723E-01  4.8570E-02  4.2043E-02  1.6661E-01  2.1789E-02 -2.2609E-02  5.2232E-01
      4103  4.4342E-01  2.6036E-02  2.2984E-02  1.7176E-01  1.0409E-02 -2.3309E-02  5.1571E-01
      4105  3.7331E-01  1.7257E-03  2.0961E-03  1.7580E-01 -4.4179E-04 -2.3857E-02  4.8204E-01
      4107  3.0359E-01  1.8040E-05  1.2237E-04  1.7161E-01 -1.1001E-05 -2.3288E-02  4.2673E-01
      4109  2.3796E-01  4.5049E-05 -8.6237E-05  1.6331E-01 -1.2051E-04 -2.2161E-02  3.7164E-01
      4111  1.7619E-01  1.7196E-05 -1.7382E-04  1.5035E-01 -1.6239E-04 -2.0403E-02  3.1644E-01
      4113  1.2059E-01  3.2069E-05 -2.3325E-04  1.3213E-01 -2.2301E-04 -1.7930E-02  2.6058E-01
      4115  7.3203E-02  3.8226E-05 -2.9984E-04  1.0817E-01 -2.8400E-04 -1.4679E-02  2.0280E-01
      4117  3.6385E-02  4.7454E-05 -3.7766E-04  7.8191E-02 -3.5832E-04 -1.0611E-02  1.4148E-01
      4119  1.2489E-02  4.8846E-05 -4.5497E-04  4.2026E-02 -4.3516E-04 -5.7031E-03  7.4553E-02
      4121  4.0651E-03  4.5365E-05 -4.8652E-04  2.2387E-02 -4.6966E-04 -3.0380E-03  3.9377E-02
      4201 -3.0395E+00 -2.6125E-01 -3.1588E-01  1.5732E-01  1.8832E-02  4.5794E-02  2.7662E+00
      4203 -2.8242E+00 -1.4333E-01 -1.6888E-01  1.6709E-01  8.9962E-03  1.1154E-02  2.6839E+00
      4205 -2.3776E+00 -1.3721E-02 -1.0621E-02  1.7608E-01 -3.8184E-04 -2.5913E-02  2.3855E+00
      4207 -1.9336E+00 -8.8370E-04 -1.0573E-05  1.7224E-01 -9.5081E-06 -2.7895E-02  1.9566E+00
      4209 -1.5156E+00  6.8054E-04 -4.1821E-04  1.6391E-01 -1.0416E-04 -2.6612E-02  1.5428E+00
      4211 -1.1222E+00  1.2981E-03 -3.0054E-04  1.5091E-01 -1.4036E-04 -2.4512E-02  1.1535E+00
      4213 -7.6802E-01  1.7509E-03 -4.6957E-04  1.3262E-01 -1.9275E-04 -2.1546E-02  8.0311E-01
      4215 -4.6623E-01  2.2478E-03 -5.8153E-04  1.0858E-01 -2.4546E-04 -1.7650E-02  5.0444E-01
      4217 -2.3174E-01  2.8305E-03 -7.2735E-04  7.8485E-02 -3.0969E-04 -1.2772E-02  2.7050E-01
      4219 -7.9545E-02  3.4016E-03 -8.1493E-04  4.2174E-02 -3.7611E-04 -6.7935E-03  1.0965E-01
      4221 -2.5891E-02  3.6306E-03 -8.2082E-04  2.2450E-02 -4.0593E-04 -3.5018E-03  4.8055E-02
      5001  3.9940E+00  3.5839E-01  3.9996E-01  1.7589E-01  2.4746E-02 -9.1012E-02  3.6315E+00
      5002  3.9940E+00  3.5839E-01  3.9996E-01  1.7589E-01  2.4746E-02 -9.1012E-02  3.6315E+00
      5003  3.7110E+00  1.9540E-01  2.1484E-01  1.7644E-01  1.1821E-02 -5.7771E-02  3.5207E+00
      5004  3.4280E+00  3.2417E-02  2.9726E-02  1.7699E-01 -1.1037E-03 -2.4530E-02  3.4110E+00
      5005  3.1243E+00  1.7172E-02  1.4813E-02  1.7552E-01 -5.0174E-04 -2.1801E-02  3.1233E+00
      5006  2.8205E+00  1.9272E-03 -9.9354E-05  1.7405E-01  1.0021E-04 -1.9071E-02  2.8359E+00
      5007  2.5408E+00  9.1978E-04  2.5531E-04  1.7098E-01 -1.2494E-05 -1.8681E-02  2.5576E+00
      5008  2.2610E+00 -8.7635E-05  6.0997E-04  1.6792E-01 -1.2520E-04 -1.8291E-02  2.2796E+00
      5009  1.9915E+00 -5.9044E-04  2.4574E-04  1.6270E-01 -1.3686E-04 -1.7710E-02  2.0117E+00
      5010  1.7220E+00 -1.0932E-03 -1.1850E-04  1.5749E-01 -1.4853E-04 -1.7129E-02  1.7444E+00
      5011  1.4746E+00 -1.2637E-03 -4.7097E-05  1.4979E-01 -1.8443E-04 -1.6293E-02  1.4981E+00
      5012  1.2271E+00 -1.4341E-03  2.4308E-05  1.4210E-01 -2.2033E-04 -1.5457E-02  1.2525E+00
      5013  1.0092E+00 -1.6868E-03  3.0617E-06  1.3164E-01 -2.5328E-04 -1.4314E-02  1.0357E+00
      5014  7.9129E-01 -1.9395E-03 -1.8184E-05  1.2117E-01 -2.8622E-04 -1.3171E-02  8.1992E-01
      5015  6.1264E-01 -2.1713E-03 -1.8156E-05  1.0777E-01 -3.2254E-04 -1.1709E-02  6.4181E-01
      5016  4.3399E-01 -2.4032E-03 -1.8128E-05  9.4363E-02 -3.5886E-04 -1.0247E-02  4.6522E-01
      5017  3.0451E-01 -2.7355E-03 -2.7969E-05  7.7898E-02 -4.0694E-04 -8.4490E-03  3.3465E-01
      5018  1.7503E-01 -3.0679E-03 -3.7810E-05  6.1432E-02 -4.5502E-04 -6.6511E-03  2.0650E-01
      5019  1.0452E-01 -3.3039E-03 -9.5018E-05  4.1878E-02 -4.9421E-04 -4.6127E-03  1.2891E-01
      5020  3.4021E-02 -3.5399E-03 -1.5223E-04  2.2325E-02 -5.3340E-04 -2.5743E-03  5.3018E-02
      5021  3.4021E-02 -3.5399E-03 -1.5223E-04  2.2325E-02 -5.3340E-04 -2.5743E-03  5.3018E-02
      5051  3.9940E+00  3.5839E-01  3.9996E-01  1.7589E-01  2.4746E-02 -9.1012E-02  3.6315E+00
      5053  3.7110E+00  1.9540E-01  2.1484E-01  1.7644E-01  1.1821E-02 -5.7771E-02  3.5207E+00
      5055  3.1243E+00  1.7172E-02  1.4813E-02  1.7552E-01 -5.0174E-04 -2.1801E-02  3.1233E+00
      5057  2.5408E+00  9.1978E-04  2.5531E-04  1.7098E-01 -1.2494E-05 -1.8681E-02  2.5576E+00
      5059  1.9915E+00 -5.9044E-04  2.4574E-04  1.6270E-01 -1.3686E-04 -1.7710E-02  2.0117E+00
      5061  1.4746E+00 -1.2637E-03 -4.7097E-05  1.4979E-01 -1.8443E-04 -1.6293E-02  1.4981E+00
      5063  1.0092E+00 -1.6868E-03  3.0617E-06  1.3164E-01 -2.5328E-04 -1.4314E-02  1.0357E+00
